Datetime,Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Temp,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm,specimen_ID,subsample_ID
4/21/22 20:28,12604820,4/21/22,20:28:52,FO,369,1,1,0,-,-,-,-,0.84,-,-,-,-,-,-,1,1,-,NA,NA
4/21/22 20:32,12794897,4/21/22,20:32:02,FO,370,153,685,0,-,0.777,0,-,0.84,-,-,-,-,-,-,153,685,0.777,20220421-AQUE-005,20220421-AQUE-005-A
4/21/22 20:32,12803215,4/21/22,20:32:11,FO,371,160,657,0,-,0.756,0,-,0.84,-,-,-,-,-,-,160,657,0.756,20220421-AQUE-005,20220421-AQUE-005-A
4/21/22 20:32,12808436,4/21/22,20:32:16,FO,372,138,660,0,-,0.791,0,-,0.84,-,-,-,-,-,-,138,660,0.791,20220421-AQUE-005,20220421-AQUE-005-A
4/21/22 20:32,12813511,4/21/22,20:32:21,FO,373,154,654,0,-,0.765,0,-,0.84,-,-,-,-,-,-,154,654,0.765,20220421-AQUE-005,20220421-AQUE-005-A
4/21/22 20:32,12817940,4/21/22,20:32:26,FO,374,132,592,0,-,0.777,0,-,0.84,-,-,-,-,-,-,132,592,0.777,20220421-AQUE-005,20220421-AQUE-005-A
4/21/22 20:32,12823735,4/21/22,20:32:31,FO,375,43,347,0,-,0.876,0,-,0.84,-,-,-,-,-,-,43,347,0.876,20220421-AQUE-005,20220421-AQUE-005-A
4/21/22 20:32,12829235,4/21/22,20:32:37,FO,376,126,658,0,-,0.809,0,-,0.84,-,-,-,-,-,-,126,658,0.809,20220421-AQUE-005,20220421-AQUE-005-A
4/21/22 20:32,12833551,4/21/22,20:32:41,FO,377,146,640,0,-,0.772,0,-,0.84,-,-,-,-,-,-,146,640,0.772,20220421-AQUE-005,20220421-AQUE-005-A
4/21/22 20:32,12842372,4/21/22,20:32:50,FO,378,118,556,0,-,0.788,0,-,0.84,-,-,-,-,-,-,118,556,0.788,20220421-AQUE-005,20220421-AQUE-005-A
4/21/22 20:32,12850536,4/21/22,20:32:58,FO,379,103,630,0,-,0.837,0,-,0.84,-,-,-,-,-,-,103,630,0.837,20220421-AQUE-005,20220421-AQUE-005-A
4/21/22 20:33,12855921,4/21/22,20:33:03,FO,380,5,11,0,-,-,-,-,0.84,-,-,-,-,-,-,5,11,-,NA,NA
4/21/22 20:33,12859971,4/21/22,20:33:08,FO,381,6,10,0,-,-,-,-,0.84,-,-,-,-,-,-,6,10,-,NA,NA
4/21/22 20:34,12963606,4/21/22,20:34:51,FO,382,17,17,0,-,-,-,-,0.84,-,-,-,-,-,-,17,17,0,NA,NA
4/21/22 20:35,12984127,4/21/22,20:35:12,FO,383,12,22,0,-,-,-,-,0.84,-,-,-,-,-,-,12,22,0.455,NA,NA
4/21/22 20:35,12996394,4/21/22,20:35:24,FO,384,21,137,0,-,0.847,0,-,0.84,-,-,-,-,-,-,21,137,0.847,20220421-AQUE-005,20220421-AQUE-005-B
4/21/22 20:35,13011391,4/21/22,20:35:39,FO,385,207,791,0,-,0.738,0,-,0.84,-,-,-,-,-,-,207,791,0.738,20220421-AQUE-005,20220421-AQUE-005-B
4/21/22 20:35,13023843,4/21/22,20:35:51,FO,386,162,600,0,-,0.73,0,-,0.84,-,-,-,-,-,-,162,600,0.73,20220421-AQUE-005,20220421-AQUE-005-B
4/21/22 20:36,13035497,4/21/22,20:36:03,FO,387,199,704,0,-,0.717,0,-,0.84,-,-,-,-,-,-,199,704,0.717,20220421-AQUE-005,20220421-AQUE-005-B
4/21/22 20:36,13045126,4/21/22,20:36:13,FO,388,21,39,0,-,-,-,-,0.84,-,-,-,-,-,-,21,39,0.462,20220421-AQUE-005,20220421-AQUE-005-B
4/21/22 20:36,13057283,4/21/22,20:36:25,FO,389,152,574,0,-,0.735,0,-,0.84,-,-,-,-,-,-,152,574,0.735,20220421-AQUE-005,20220421-AQUE-005-B
4/21/22 20:36,13087128,4/21/22,20:36:55,FO,390,110,541,0,-,0.797,0,-,0.84,-,-,-,-,-,-,110,541,0.797,20220421-AQUE-005,20220421-AQUE-005-B
4/21/22 20:37,13093180,4/21/22,20:37:01,FO,391,1,14,0,-,-,-,-,0.84,-,-,-,-,-,-,1,14,-,NA,NA
4/21/22 20:37,13096652,4/21/22,20:37:04,FO,392,4,7,0,-,-,-,-,0.84,-,-,-,-,-,-,4,7,-,NA,NA
4/21/22 20:39,13239311,4/21/22,20:39:27,FO,393,134,622,0,-,0.785,0,-,0.84,-,-,-,-,-,-,134,622,0.785,20220421-AQUE-005,20220421-AQUE-005-C
4/21/22 20:39,13247064,4/21/22,20:39:35,FO,394,115,578,0,-,0.801,0,-,0.84,-,-,-,-,-,-,115,578,0.801,20220421-AQUE-005,20220421-AQUE-005-C
4/21/22 20:39,13253691,4/21/22,20:39:41,FO,395,126,584,0,-,0.784,0,-,0.84,-,-,-,-,-,-,126,584,0.784,20220421-AQUE-005,20220421-AQUE-005-C
4/21/22 20:39,13258600,4/21/22,20:39:46,FO,396,81,389,0,-,0.792,0,-,0.84,-,-,-,-,-,-,81,389,0.792,20220421-AQUE-005,20220421-AQUE-005-C
4/21/22 20:39,13267203,4/21/22,20:39:55,FO,397,140,687,0,-,0.796,0,-,0.84,-,-,-,-,-,-,140,687,0.796,20220421-AQUE-005,20220421-AQUE-005-C
4/21/22 20:40,13272929,4/21/22,20:40:00,FO,398,113,573,0,-,0.803,0,-,0.84,-,-,-,-,-,-,113,573,0.803,20220421-AQUE-005,20220421-AQUE-005-C
4/21/22 20:40,13280864,4/21/22,20:40:08,FO,399,142,682,0,-,0.792,0,-,0.84,-,-,-,-,-,-,142,682,0.792,20220421-AQUE-005,20220421-AQUE-005-C
4/21/22 20:40,13289065,4/21/22,20:40:17,FO,400,106,457,0,-,0.768,0,-,0.84,-,-,-,-,-,-,106,457,0.768,20220421-AQUE-005,20220421-AQUE-005-C
4/21/22 20:40,13297719,4/21/22,20:40:25,FO,401,121,608,0,-,0.801,0,-,0.84,-,-,-,-,-,-,121,608,0.801,20220421-AQUE-005,20220421-AQUE-005-C
4/21/22 20:40,13302385,4/21/22,20:40:30,FO,402,5,7,0,-,-,-,-,0.84,-,-,-,-,-,-,5,7,-,NA,NA
4/21/22 20:40,13306283,4/21/22,20:40:34,FO,403,5,7,0,-,-,-,-,0.84,-,-,-,-,-,-,5,7,-,NA,NA
4/21/22 20:42,13432054,4/21/22,20:42:40,FO,404,132,430,0,-,0.693,0,-,0.84,-,-,-,-,-,-,132,430,0.693,20220421-AQUE-005,20220421-AQUE-005-D
4/21/22 20:42,13440050,4/21/22,20:42:48,FO,405,154,643,0,-,0.76,0,-,0.84,-,-,-,-,-,-,154,643,0.76,20220421-AQUE-005,20220421-AQUE-005-D
4/21/22 20:43,13453687,4/21/22,20:43:01,FO,406,172,788,0,-,0.782,0,-,0.84,-,-,-,-,-,-,172,788,0.782,20220421-AQUE-005,20220421-AQUE-005-D
4/21/22 20:43,13469365,4/21/22,20:43:17,FO,407,62,170,0,-,0.635,0,-,0.84,-,-,-,-,-,-,62,170,0.635,20220421-AQUE-005,20220421-AQUE-005-D
4/21/22 20:43,13481635,4/21/22,20:43:29,FO,408,109,109,0,-,0,0,-,0.84,-,-,-,-,-,-,109,109,0,NA,NA
4/21/22 20:43,13494010,4/21/22,20:43:42,FO,409,96,442,0,-,0.783,0,-,0.84,-,-,-,-,-,-,96,442,0.783,20220421-AQUE-005,20220421-AQUE-005-D
4/21/22 20:43,13498535,4/21/22,20:43:46,FO,410,2,5,0,-,-,-,-,0.84,-,-,-,-,-,-,2,5,-,NA,NA
4/21/22 20:43,13502137,4/21/22,20:43:50,FO,411,3,5,0,-,-,-,-,0.84,-,-,-,-,-,-,3,5,-,NA,NA
4/21/22 20:46,13646376,4/21/22,20:46:14,FO,412,197,813,0,-,0.758,0,-,0.84,-,-,-,-,-,-,197,813,0.758,20220421-AQUE-005,20220421-AQUE-005-E
4/21/22 20:46,13652025,4/21/22,20:46:20,FO,413,125,581,0,-,0.785,0,-,0.84,-,-,-,-,-,-,125,581,0.785,20220421-AQUE-005,20220421-AQUE-005-E
4/21/22 20:46,13656898,4/21/22,20:46:24,FO,414,115,581,0,-,0.802,0,-,0.84,-,-,-,-,-,-,115,581,0.802,20220421-AQUE-005,20220421-AQUE-005-E
4/21/22 20:46,13661690,4/21/22,20:46:29,FO,415,116,568,0,-,0.796,0,-,0.84,-,-,-,-,-,-,116,568,0.796,20220421-AQUE-005,20220421-AQUE-005-E
4/21/22 20:46,13669742,4/21/22,20:46:37,FO,416,102,510,0,-,0.8,0,-,0.84,-,-,-,-,-,-,102,510,0.8,20220421-AQUE-005,20220421-AQUE-005-E
4/21/22 20:46,13674693,4/21/22,20:46:42,FO,417,112,547,0,-,0.795,0,-,0.84,-,-,-,-,-,-,112,547,0.795,20220421-AQUE-005,20220421-AQUE-005-E
4/21/22 20:46,13679243,4/21/22,20:46:47,FO,418,104,544,0,-,0.809,0,-,0.84,-,-,-,-,-,-,104,544,0.809,20220421-AQUE-005,20220421-AQUE-005-E
4/21/22 20:46,13683265,4/21/22,20:46:51,FO,419,130,615,0,-,0.789,0,-,0.84,-,-,-,-,-,-,130,615,0.789,20220421-AQUE-005,20220421-AQUE-005-E
4/21/22 20:46,13687550,4/21/22,20:46:55,FO,420,118,585,0,-,0.798,0,-,0.84,-,-,-,-,-,-,118,585,0.798,20220421-AQUE-005,20220421-AQUE-005-E
4/21/22 20:47,13696282,4/21/22,20:47:04,FO,421,2,13,0,-,-,-,-,0.84,-,-,-,-,-,-,2,13,-,NA,NA
4/21/22 20:47,13705828,4/21/22,20:47:13,FO,422,101,578,0,-,0.825,0,-,0.84,-,-,-,-,-,-,101,578,0.825,20220421-AQUE-005,20220421-AQUE-005-E
4/21/22 20:47,13712042,4/21/22,20:47:20,FO,423,9,31,0,-,-,-,-,0.84,-,-,-,-,-,-,9,31,-,NA,NA
4/21/22 20:47,13716346,4/21/22,20:47:24,FO,424,5,17,0,-,-,-,-,0.84,-,-,-,-,-,-,5,17,-,NA,NA
4/21/22 20:49,13869470,4/21/22,20:49:57,FO,425,119,580,0,-,0.795,0,-,0.84,-,-,-,-,-,-,119,580,0.795,20220421-AQUE-005,20220421-AQUE-005-F
4/21/22 20:50,13874848,4/21/22,20:50:02,FO,426,110,600,0,-,0.817,0,-,0.84,-,-,-,-,-,-,110,600,0.817,20220421-AQUE-005,20220421-AQUE-005-F
4/21/22 20:50,13878986,4/21/22,20:50:07,FO,427,118,589,0,-,0.8,0,-,0.84,-,-,-,-,-,-,118,589,0.8,20220421-AQUE-005,20220421-AQUE-005-F
4/21/22 20:50,13885143,4/21/22,20:50:13,FO,428,142,694,0,-,0.795,0,-,0.84,-,-,-,-,-,-,142,694,0.795,20220421-AQUE-005,20220421-AQUE-005-F
4/21/22 20:50,13891122,4/21/22,20:50:19,FO,429,138,717,0,-,0.808,0,-,0.84,-,-,-,-,-,-,138,717,0.808,20220421-AQUE-005,20220421-AQUE-005-F
4/21/22 20:50,13895390,4/21/22,20:50:23,FO,430,103,565,0,-,0.818,0,-,0.84,-,-,-,-,-,-,103,565,0.818,20220421-AQUE-005,20220421-AQUE-005-F
4/21/22 20:50,13900731,4/21/22,20:50:28,FO,431,136,657,0,-,0.793,0,-,0.84,-,-,-,-,-,-,136,657,0.793,20220421-AQUE-005,20220421-AQUE-005-F
4/21/22 20:50,13905560,4/21/22,20:50:33,FO,432,122,585,0,-,0.791,0,-,0.84,-,-,-,-,-,-,122,585,0.791,20220421-AQUE-005,20220421-AQUE-005-F
4/21/22 20:50,13912513,4/21/22,20:50:40,FO,433,8,114,0,-,-,-,-,0.84,-,-,-,-,-,-,8,114,0.93,20220421-AQUE-005,20220421-AQUE-005-F
4/21/22 20:50,13918576,4/21/22,20:50:46,FO,434,114,680,0,-,0.832,0,-,0.84,-,-,-,-,-,-,114,680,0.832,20220421-AQUE-005,20220421-AQUE-005-F
4/21/22 20:50,13930827,4/21/22,20:50:58,FO,435,109,602,0,-,0.819,0,-,0.84,-,-,-,-,-,-,109,602,0.819,20220421-AQUE-005,20220421-AQUE-005-F
4/21/22 20:51,13936402,4/21/22,20:51:04,FO,436,4,17,0,-,-,-,-,0.84,-,-,-,-,-,-,4,17,-,NA,NA
4/21/22 20:51,13940680,4/21/22,20:51:08,FO,437,10,22,0,-,-,-,-,0.84,-,-,-,-,-,-,10,22,0.545,NA,NA
4/21/22 20:53,14063065,4/21/22,20:53:11,FO,438,126,540,0,-,0.767,0,-,0.84,-,-,-,-,-,-,126,540,0.767,20220421-AQUE-005,20220421-AQUE-005-G
4/21/22 20:53,14068396,4/21/22,20:53:16,FO,439,158,641,0,-,0.754,0,-,0.84,-,-,-,-,-,-,158,641,0.754,20220421-AQUE-005,20220421-AQUE-005-G
4/21/22 20:53,14075899,4/21/22,20:53:23,FO,440,151,644,0,-,0.766,0,-,0.84,-,-,-,-,-,-,151,644,0.766,20220421-AQUE-005,20220421-AQUE-005-G
4/21/22 20:53,14090701,4/21/22,20:53:38,FO,441,132,578,0,-,0.772,0,-,0.84,-,-,-,-,-,-,132,578,0.772,20220421-AQUE-005,20220421-AQUE-005-G
4/21/22 20:53,14100989,4/21/22,20:53:49,FO,442,112,605,0,-,0.815,0,-,0.84,-,-,-,-,-,-,112,605,0.815,20220421-AQUE-005,20220421-AQUE-005-G
4/21/22 20:53,14108011,4/21/22,20:53:56,FO,443,135,650,0,-,0.792,0,-,0.84,-,-,-,-,-,-,135,650,0.792,20220421-AQUE-005,20220421-AQUE-005-G
4/21/22 20:54,14116730,4/21/22,20:54:04,FO,444,137,608,0,-,0.775,0,-,0.84,-,-,-,-,-,-,137,608,0.775,20220421-AQUE-005,20220421-AQUE-005-G
4/21/22 20:54,14127460,4/21/22,20:54:15,FO,445,131,629,0,-,0.792,0,-,0.84,-,-,-,-,-,-,131,629,0.792,20220421-AQUE-005,20220421-AQUE-005-G
4/21/22 20:54,14135199,4/21/22,20:54:23,FO,446,120,528,0,-,0.773,0,-,0.84,-,-,-,-,-,-,120,528,0.773,20220421-AQUE-005,20220421-AQUE-005-G
4/21/22 20:54,14151114,4/21/22,20:54:39,FO,447,146,691,0,-,0.789,0,-,0.84,-,-,-,-,-,-,146,691,0.789,20220421-AQUE-005,20220421-AQUE-005-G
4/21/22 20:54,14157422,4/21/22,20:54:45,FO,448,4,4,0,-,-,-,-,0.84,-,-,-,-,-,-,4,4,-,NA,NA
4/21/22 20:54,14161459,4/21/22,20:54:49,FO,449,15,16,0,-,-,-,-,0.84,-,-,-,-,-,-,15,16,0.063,NA,NA
4/21/22 20:56,14280259,4/21/22,20:56:48,FO,450,9,17,0,-,-,-,-,0.84,-,-,-,-,-,-,9,17,-,NA,NA
4/21/22 20:56,14290394,4/21/22,20:56:58,FO,451,143,626,0,-,0.772,0,-,0.84,-,-,-,-,-,-,143,626,0.772,20220421-AQUE-005,20220421-AQUE-005-H
4/21/22 20:57,14306194,4/21/22,20:57:14,FO,452,172,786,0,-,0.781,0,-,0.84,-,-,-,-,-,-,172,786,0.781,20220421-AQUE-005,20220421-AQUE-005-H
4/21/22 20:57,14318964,4/21/22,20:57:27,FO,453,170,678,0,-,0.749,0,-,0.84,-,-,-,-,-,-,170,678,0.749,20220421-AQUE-005,20220421-AQUE-005-H
4/21/22 20:57,14332172,4/21/22,20:57:40,FO,454,74,443,0,-,0.833,0,-,0.84,-,-,-,-,-,-,74,443,0.833,20220421-AQUE-005,20220421-AQUE-005-H
4/21/22 20:57,14350054,4/21/22,20:57:58,FO,455,54,114,0,-,0.526,0,-,0.84,-,-,-,-,-,-,54,114,0.526,20220421-AQUE-005,20220421-AQUE-005-H
4/21/22 20:58,14370748,4/21/22,20:58:18,FO,456,76,290,0,-,0.738,0,-,0.84,-,-,-,-,-,-,76,290,0.738,20220421-AQUE-005,20220421-AQUE-005-H
4/21/22 20:58,14377035,4/21/22,20:58:25,FO,457,3,3,0,-,-,-,-,0.84,-,-,-,-,-,-,3,3,-,NA,NA
4/21/22 20:58,14381307,4/21/22,20:58:29,FO,458,0,19,0,-,-,-,-,0.84,-,-,-,-,-,-,0,19,-,NA,NA
4/21/22 21:00,14489595,4/21/22,21:00:17,FO,459,101,453,0,-,0.777,0,-,0.84,-,-,-,-,-,-,101,453,0.777,20220421-AQUE-005,20220421-AQUE-005-I
4/21/22 21:00,14494623,4/21/22,21:00:22,FO,460,121,566,0,-,0.786,0,-,0.84,-,-,-,-,-,-,121,566,0.786,20220421-AQUE-005,20220421-AQUE-005-I
4/21/22 21:00,14499693,4/21/22,21:00:27,FO,461,124,581,0,-,0.787,0,-,0.84,-,-,-,-,-,-,124,581,0.787,20220421-AQUE-005,20220421-AQUE-005-I
4/21/22 21:00,14504687,4/21/22,21:00:32,FO,462,142,630,0,-,0.775,0,-,0.84,-,-,-,-,-,-,142,630,0.775,20220421-AQUE-005,20220421-AQUE-005-I
4/21/22 21:00,14509545,4/21/22,21:00:37,FO,463,123,557,0,-,0.779,0,-,0.84,-,-,-,-,-,-,123,557,0.779,20220421-AQUE-005,20220421-AQUE-005-I
4/21/22 21:00,14514696,4/21/22,21:00:42,FO,464,139,586,0,-,0.763,0,-,0.84,-,-,-,-,-,-,139,586,0.763,20220421-AQUE-005,20220421-AQUE-005-I
4/21/22 21:00,14519009,4/21/22,21:00:47,FO,465,96,462,0,-,0.792,0,-,0.84,-,-,-,-,-,-,96,462,0.792,20220421-AQUE-005,20220421-AQUE-005-I
4/21/22 21:00,14524398,4/21/22,21:00:52,FO,466,116,545,0,-,0.787,0,-,0.84,-,-,-,-,-,-,116,545,0.787,20220421-AQUE-005,20220421-AQUE-005-I
4/21/22 21:01,14532224,4/21/22,21:01:00,FO,467,131,591,0,-,0.778,0,-,0.84,-,-,-,-,-,-,131,591,0.778,20220421-AQUE-005,20220421-AQUE-005-I
4/21/22 21:01,14537662,4/21/22,21:01:05,FO,468,117,522,0,-,0.776,0,-,0.84,-,-,-,-,-,-,117,522,0.776,20220421-AQUE-005,20220421-AQUE-005-I
4/21/22 21:01,14541817,4/21/22,21:01:09,FO,469,4,12,0,-,-,-,-,0.84,-,-,-,-,-,-,4,12,-,NA,NA
4/21/22 21:01,14545586,4/21/22,21:01:13,FO,470,3,12,0,-,-,-,-,0.84,-,-,-,-,-,-,3,12,-,NA,NA
4/21/22 21:16,15476982,4/21/22,21:16:45,FO,471,0,3,0,-,-,-,-,0.84,-,-,-,-,-,-,0,3,-,NA,NA
