Datetime,Time (abs/ms),Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Temp,1:Y (II),1:ETR,1:Fo',1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm,1:AHum,1:Oxyg.,1:X1,1:X2,specimen_ID,subsample_ID
07/26/2022 19:07:21,1.66E+12,1894159,7/26/22,19:07:21,FO,106,32,41,0,-,-,-,-,-,-,-,-,-,-,32,41,0.22,-,-,-,-,NA,NA
07/26/2022 19:08:13,1.66E+12,1946590,7/26/22,19:08:13,FO,107,123,254,0,-,0.516,0,-,-,-,-,-,-,-,123,254,0.516,-,-,-,-,20220726-BULL-003,20220726-BULL-003-B
07/26/2022 19:08:21,1.66E+12,1954371,7/26/22,19:08:21,FO,108,148,293,0,-,0.495,0,-,-,-,-,-,-,-,148,293,0.495,-,-,-,-,20220726-BULL-003,20220726-BULL-003-B
07/26/2022 19:08:29,1.66E+12,1961999,7/26/22,19:08:28,FO,109,130,251,0,-,0.482,0,-,-,-,-,-,-,-,130,251,0.482,-,-,-,-,20220726-BULL-003,20220726-BULL-003-B
07/26/2022 19:08:38,1.66E+12,1971220,7/26/22,19:08:38,FO,110,40,43,0,-,-,-,-,-,-,-,-,-,-,40,43,0.07,-,-,-,-,NA,NA
07/26/2022 19:08:45,1.66E+12,1977950,7/26/22,19:08:44,FO,111,123,244,0,-,0.496,0,-,-,-,-,-,-,-,123,244,0.496,-,-,-,-,20220726-BULL-003,20220726-BULL-003-B
07/26/2022 19:08:51,1.66E+12,1984535,7/26/22,19:08:51,FO,112,184,346,0,-,0.468,0,-,-,-,-,-,-,-,184,346,0.468,-,-,-,-,20220726-BULL-003,20220726-BULL-003-B
07/26/2022 19:09:00,1.66E+12,1992833,7/26/22,19:08:59,FO,113,137,281,0,-,0.512,0,-,-,-,-,-,-,-,137,281,0.512,-,-,-,-,20220726-BULL-003,20220726-BULL-003-B
07/26/2022 19:09:07,1.66E+12,2000211,7/26/22,19:09:07,FO,114,150,282,0,-,0.468,0,-,-,-,-,-,-,-,150,282,0.468,-,-,-,-,20220726-BULL-003,20220726-BULL-003-B
07/26/2022 19:09:13,1.66E+12,2006581,7/26/22,19:09:13,FO,115,123,238,0,-,0.483,0,-,-,-,-,-,-,-,123,238,0.483,-,-,-,-,20220726-BULL-003,20220726-BULL-003-B
