Datetime,Time (abs/ms),Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Temp,1:Y (II),1:ETR,1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Fo,1:Fm,1:Fv/Fm,specimen_ID,subsample_ID
4/7/22 17:20,1.65E+12,6187927,4/7/22,17:20:16,FO,343,82,366,0,-,0.776,0,-,0.84,-,-,-,-,82,366,0.776,20220407-AQUE-003,20220407-AQUE-003-F
4/7/22 17:20,1.65E+12,6192739,4/7/22,17:20:21,FO,344,79,395,0,-,0.8,0,-,0.84,-,-,-,-,79,395,0.8,20220407-AQUE-003,20220407-AQUE-003-F
4/7/22 17:20,1.65E+12,6197982,4/7/22,17:20:26,FO,345,73,418,0,-,0.825,0,-,0.84,-,-,-,-,73,418,0.825,20220407-AQUE-003,20220407-AQUE-003-F
4/7/22 17:20,1.65E+12,6203937,4/7/22,17:20:32,FO,346,84,430,0,-,0.805,0,-,0.84,-,-,-,-,84,430,0.805,20220407-AQUE-003,20220407-AQUE-003-F
4/7/22 17:20,1.65E+12,6210475,4/7/22,17:20:38,FO,347,79,388,0,-,0.796,0,-,0.84,-,-,-,-,79,388,0.796,20220407-AQUE-003,20220407-AQUE-003-F
4/7/22 17:20,1.65E+12,6217686,4/7/22,17:20:45,FO,348,165,572,0,-,0.712,0,-,0.84,-,-,-,-,165,572,0.712,20220407-AQUE-003,20220407-AQUE-003-F
4/7/22 17:20,1.65E+12,6223666,4/7/22,17:20:51,FO,349,5,6,0,-,-,-,-,0.84,-,-,-,-,5,6,-,NA,NA
4/7/22 17:20,1.65E+12,6227807,4/7/22,17:20:56,FO,350,7,8,0,-,-,-,-,0.84,-,-,-,-,7,8,-,NA,NA
4/7/22 17:22,1.65E+12,6351050,4/7/22,17:22:59,FO,351,114,518,0,-,0.78,0,-,0.84,-,-,-,-,114,518,0.78,20220407-AQUE-003,20220407-AQUE-003-G
4/7/22 17:23,1.65E+12,6357037,4/7/22,17:23:05,FO,352,120,536,0,-,0.776,0,-,0.84,-,-,-,-,120,536,0.776,20220407-AQUE-003,20220407-AQUE-003-G
4/7/22 17:23,1.65E+12,6362525,4/7/22,17:23:10,FO,353,70,471,0,-,0.851,0,-,0.84,-,-,-,-,70,471,0.851,20220407-AQUE-003,20220407-AQUE-003-G
4/7/22 17:23,1.65E+12,6368210,4/7/22,17:23:16,FO,354,101,553,0,-,0.817,0,-,0.84,-,-,-,-,101,553,0.817,20220407-AQUE-003,20220407-AQUE-003-G
4/7/22 17:23,1.65E+12,6374188,4/7/22,17:23:22,FO,355,91,562,0,-,0.838,0,-,0.84,-,-,-,-,91,562,0.838,20220407-AQUE-003,20220407-AQUE-003-G
4/7/22 17:23,1.65E+12,6379621,4/7/22,17:23:27,FO,356,68,456,0,-,0.851,0,-,0.84,-,-,-,-,68,456,0.851,20220407-AQUE-003,20220407-AQUE-003-G
4/7/22 17:23,1.65E+12,6385275,4/7/22,17:23:33,FO,357,61,467,0,-,0.869,0,-,0.84,-,-,-,-,61,467,0.869,20220407-AQUE-003,20220407-AQUE-003-G
4/7/22 17:23,1.65E+12,6390986,4/7/22,17:23:39,FO,358,68,454,0,-,0.85,0,-,0.84,-,-,-,-,68,454,0.85,20220407-AQUE-003,20220407-AQUE-003-G
4/7/22 17:23,1.65E+12,6396135,4/7/22,17:23:44,FO,359,64,451,0,-,0.858,0,-,0.84,-,-,-,-,64,451,0.858,20220407-AQUE-003,20220407-AQUE-003-G
4/7/22 17:23,1.65E+12,6401255,4/7/22,17:23:49,FO,360,104,467,0,-,0.777,0,-,0.84,-,-,-,-,104,467,0.777,20220407-AQUE-003,20220407-AQUE-003-G
4/7/22 17:23,1.65E+12,6405214,4/7/22,17:23:53,FO,361,4,15,0,-,-,-,-,0.84,-,-,-,-,4,15,-,NA,NA
4/7/22 17:23,1.65E+12,6409445,4/7/22,17:23:57,FO,362,7,15,0,-,-,-,-,0.84,-,-,-,-,7,15,-,NA,NA
4/7/22 17:26,1.65E+12,6538173,4/7/22,17:26:06,FO,363,97,464,0,-,0.791,0,-,0.84,-,-,-,-,97,464,0.791,20220407-AQUE-003,20220407-AQUE-003-H
4/7/22 17:26,1.65E+12,6542799,4/7/22,17:26:11,FO,364,92,505,0,-,0.818,0,-,0.84,-,-,-,-,92,505,0.818,20220407-AQUE-003,20220407-AQUE-003-H
4/7/22 17:26,1.65E+12,6553033,4/7/22,17:26:21,FO,365,114,468,0,-,0.756,0,-,0.84,-,-,-,-,114,468,0.756,20220407-AQUE-003,20220407-AQUE-003-H
4/7/22 17:26,1.65E+12,6569487,4/7/22,17:26:37,FO,366,102,453,0,-,0.775,0,-,0.84,-,-,-,-,102,453,0.775,20220407-AQUE-003,20220407-AQUE-003-H
4/7/22 17:26,1.65E+12,6577436,4/7/22,17:26:45,FO,367,110,464,0,-,0.763,0,-,0.84,-,-,-,-,110,464,0.763,20220407-AQUE-003,20220407-AQUE-003-H
4/7/22 17:26,1.65E+12,6586992,4/7/22,17:26:55,FO,368,96,528,0,-,0.818,0,-,0.84,-,-,-,-,96,528,0.818,20220407-AQUE-003,20220407-AQUE-003-H
4/7/22 17:27,1.65E+12,6597399,4/7/22,17:27:05,FO,369,70,526,0,-,0.867,0,-,0.84,-,-,-,-,70,526,0.867,20220407-AQUE-003,20220407-AQUE-003-H
4/7/22 17:27,1.65E+12,6603212,4/7/22,17:27:11,FO,370,84,535,0,-,0.843,0,-,0.84,-,-,-,-,84,535,0.843,20220407-AQUE-003,20220407-AQUE-003-H
4/7/22 17:27,1.65E+12,6614638,4/7/22,17:27:22,FO,371,96,560,0,-,0.829,0,-,0.84,-,-,-,-,96,560,0.829,20220407-AQUE-003,20220407-AQUE-003-H
4/7/22 17:27,1.65E+12,6622316,4/7/22,17:27:30,FO,372,142,676,0,-,0.79,0,-,0.84,-,-,-,-,142,676,0.79,20220407-AQUE-003,20220407-AQUE-003-H
4/7/22 17:27,1.65E+12,6626845,4/7/22,17:27:35,FO,373,6,11,0,-,-,-,-,0.84,-,-,-,-,6,11,-,NA,NA
4/7/22 17:27,1.65E+12,6630680,4/7/22,17:27:38,FO,374,9,10,0,-,-,-,-,0.84,-,-,-,-,9,10,-,NA,NA
4/7/22 17:30,1.65E+12,6777024,4/7/22,17:30:05,FO,375,99,497,0,-,0.801,0,-,0.84,-,-,-,-,99,497,0.801,20220407-AQUE-003,20220407-AQUE-003-I
4/7/22 17:30,1.65E+12,6782503,4/7/22,17:30:10,FO,376,93,506,0,-,0.816,0,-,0.84,-,-,-,-,93,506,0.816,20220407-AQUE-003,20220407-AQUE-003-I
4/7/22 17:30,1.65E+12,6787763,4/7/22,17:30:16,FO,377,86,469,0,-,0.817,0,-,0.84,-,-,-,-,86,469,0.817,20220407-AQUE-003,20220407-AQUE-003-I
4/7/22 17:30,1.65E+12,6793633,4/7/22,17:30:21,FO,378,84,468,0,-,0.821,0,-,0.84,-,-,-,-,84,468,0.821,20220407-AQUE-003,20220407-AQUE-003-I
4/7/22 17:30,1.65E+12,6799498,4/7/22,17:30:27,FO,379,77,475,0,-,0.838,0,-,0.84,-,-,-,-,77,475,0.838,20220407-AQUE-003,20220407-AQUE-003-I
4/7/22 17:30,1.65E+12,6805423,4/7/22,17:30:33,FO,380,80,455,0,-,0.824,0,-,0.84,-,-,-,-,80,455,0.824,20220407-AQUE-003,20220407-AQUE-003-I
4/7/22 17:30,1.65E+12,6810392,4/7/22,17:30:38,FO,381,78,451,0,-,0.827,0,-,0.84,-,-,-,-,78,451,0.827,20220407-AQUE-003,20220407-AQUE-003-I
4/7/22 17:30,1.65E+12,6824572,4/7/22,17:30:52,FO,382,52,463,0,-,0.888,0,-,0.84,-,-,-,-,52,463,0.888,20220407-AQUE-003,20220407-AQUE-003-I
4/7/22 17:31,1.65E+12,6831229,4/7/22,17:30:59,FO,383,68,521,0,-,0.869,0,-,0.84,-,-,-,-,68,521,0.869,20220407-AQUE-003,20220407-AQUE-003-I
4/7/22 17:31,1.65E+12,6840454,4/7/22,17:31:08,FO,384,117,472,0,-,0.752,0,-,0.84,-,-,-,-,117,472,0.752,20220407-AQUE-003,20220407-AQUE-003-I
4/7/22 17:31,1.65E+12,6846426,4/7/22,17:31:14,FO,385,8,11,0,-,-,-,-,0.84,-,-,-,-,8,11,-,NA,NA
4/7/22 17:31,1.65E+12,6850251,4/7/22,17:31:18,FO,386,0,8,0,-,-,-,-,0.84,-,-,-,-,0,8,-,NA,NA
4/7/22 17:34,1.65E+12,7040735,4/7/22,17:34:29,FO,387,94,459,0,-,0.795,0,-,0.84,-,-,-,-,94,459,0.795,20220407-AQUE-003,20220407-AQUE-003-J
4/7/22 17:34,1.65E+12,7045149,4/7/22,17:34:33,FO,388,79,448,0,-,0.824,0,-,0.84,-,-,-,-,79,448,0.824,20220407-AQUE-003,20220407-AQUE-003-J
4/7/22 17:34,1.65E+12,7049242,4/7/22,17:34:37,FO,389,117,483,0,-,0.758,0,-,0.84,-,-,-,-,117,483,0.758,20220407-AQUE-003,20220407-AQUE-003-J
4/7/22 17:34,1.65E+12,7052943,4/7/22,17:34:41,FO,390,111,463,0,-,0.76,0,-,0.84,-,-,-,-,111,463,0.76,20220407-AQUE-003,20220407-AQUE-003-J
4/7/22 17:34,1.65E+12,7057020,4/7/22,17:34:45,FO,391,87,449,0,-,0.806,0,-,0.84,-,-,-,-,87,449,0.806,20220407-AQUE-003,20220407-AQUE-003-J
4/7/22 17:34,1.65E+12,7066124,4/7/22,17:34:54,FO,392,94,484,0,-,0.806,0,-,0.84,-,-,-,-,94,484,0.806,20220407-AQUE-003,20220407-AQUE-003-J
4/7/22 17:34,1.65E+12,7070255,4/7/22,17:34:58,FO,393,96,428,0,-,0.776,0,-,0.84,-,-,-,-,96,428,0.776,20220407-AQUE-003,20220407-AQUE-003-J
4/7/22 17:35,1.65E+12,7074446,4/7/22,17:35:02,FO,394,122,492,0,-,0.752,0,-,0.84,-,-,-,-,122,492,0.752,20220407-AQUE-003,20220407-AQUE-003-J
4/7/22 17:35,1.65E+12,7082547,4/7/22,17:35:10,FO,395,64,463,0,-,0.862,0,-,0.84,-,-,-,-,64,463,0.862,20220407-AQUE-003,20220407-AQUE-003-J
4/7/22 17:35,1.65E+12,7086365,4/7/22,17:35:14,FO,396,124,513,0,-,0.758,0,-,0.84,-,-,-,-,124,513,0.758,20220407-AQUE-003,20220407-AQUE-003-J
4/7/22 17:35,1.65E+12,7090065,4/7/22,17:35:18,FO,397,13,16,0,-,-,-,-,0.84,-,-,-,-,13,16,0.188,NA,NA
4/7/22 17:35,1.65E+12,7093917,4/7/22,17:35:22,FO,398,16,17,0,-,-,-,-,0.84,-,-,-,-,16,17,0.059,NA,NA
4/7/22 17:37,1.65E+12,7218396,4/7/22,17:37:26,FO,399,90,470,0,-,0.809,0,-,0.84,-,-,-,-,90,470,0.809,20220407-AQUE-003,20220407-AQUE-003-K
4/7/22 17:37,1.65E+12,7222495,4/7/22,17:37:30,FO,400,87,445,0,-,0.804,0,-,0.84,-,-,-,-,87,445,0.804,20220407-AQUE-003,20220407-AQUE-003-K
4/7/22 17:37,1.65E+12,7226699,4/7/22,17:37:34,FO,401,68,447,0,-,0.848,0,-,0.84,-,-,-,-,68,447,0.848,20220407-AQUE-003,20220407-AQUE-003-K
4/7/22 17:37,1.65E+12,7231603,4/7/22,17:37:39,FO,402,71,439,0,-,0.838,0,-,0.84,-,-,-,-,71,439,0.838,20220407-AQUE-003,20220407-AQUE-003-K
4/7/22 17:37,1.65E+12,7236861,4/7/22,17:37:45,FO,403,67,406,0,-,0.835,0,-,0.84,-,-,-,-,67,406,0.835,20220407-AQUE-003,20220407-AQUE-003-K
4/7/22 17:37,1.65E+12,7241588,4/7/22,17:37:49,FO,404,73,410,0,-,0.822,0,-,0.84,-,-,-,-,73,410,0.822,20220407-AQUE-003,20220407-AQUE-003-K
4/7/22 17:37,1.65E+12,7246270,4/7/22,17:37:54,FO,405,71,405,0,-,0.825,0,-,0.84,-,-,-,-,71,405,0.825,20220407-AQUE-003,20220407-AQUE-003-K
4/7/22 17:38,1.65E+12,7255535,4/7/22,17:38:03,FO,406,52,458,0,-,0.886,0,-,0.84,-,-,-,-,52,458,0.886,20220407-AQUE-003,20220407-AQUE-003-K
4/7/22 17:38,1.65E+12,7260091,4/7/22,17:38:08,FO,407,81,486,0,-,0.833,0,-,0.84,-,-,-,-,81,486,0.833,20220407-AQUE-003,20220407-AQUE-003-K
4/7/22 17:38,1.65E+12,7265455,4/7/22,17:38:13,FO,408,125,515,0,-,0.757,0,-,0.84,-,-,-,-,125,515,0.757,20220407-AQUE-003,20220407-AQUE-003-K
4/7/22 17:38,1.65E+12,7277347,4/7/22,17:38:25,FO,409,6,12,0,-,-,-,-,0.84,-,-,-,-,6,12,-,NA,NA
4/7/22 17:38,1.65E+12,7281376,4/7/22,17:38:29,FO,410,8,14,0,-,-,-,-,0.84,-,-,-,-,8,14,-,NA,NA
4/7/22 17:40,1.65E+12,7406429,4/7/22,17:40:34,FO,411,49,412,0,-,0.881,0,-,0.84,-,-,-,-,49,412,0.881,20220407-AQUE-003,20220407-AQUE-003-L
4/7/22 17:40,1.65E+12,7412234,4/7/22,17:40:40,FO,412,92,434,0,-,0.788,0,-,0.84,-,-,-,-,92,434,0.788,20220407-AQUE-003,20220407-AQUE-003-L
4/7/22 17:40,1.65E+12,7417623,4/7/22,17:40:45,FO,413,72,438,0,-,0.836,0,-,0.84,-,-,-,-,72,438,0.836,20220407-AQUE-003,20220407-AQUE-003-L
4/7/22 17:40,1.65E+12,7422944,4/7/22,17:40:51,FO,414,70,459,0,-,0.847,0,-,0.84,-,-,-,-,70,459,0.847,20220407-AQUE-003,20220407-AQUE-003-L
4/7/22 17:40,1.65E+12,7428358,4/7/22,17:40:56,FO,415,82,485,0,-,0.831,0,-,0.84,-,-,-,-,82,485,0.831,20220407-AQUE-003,20220407-AQUE-003-L
4/7/22 17:41,1.65E+12,7433327,4/7/22,17:41:01,FO,416,81,494,0,-,0.836,0,-,0.84,-,-,-,-,81,494,0.836,20220407-AQUE-003,20220407-AQUE-003-L
4/7/22 17:41,1.65E+12,7444221,4/7/22,17:41:12,FO,417,44,493,0,-,0.911,0,-,0.84,-,-,-,-,44,493,0.911,20220407-AQUE-003,20220407-AQUE-003-L
4/7/22 17:41,1.65E+12,7449456,4/7/22,17:41:17,FO,418,80,509,0,-,0.843,0,-,0.84,-,-,-,-,80,509,0.843,20220407-AQUE-003,20220407-AQUE-003-L
4/7/22 17:41,1.65E+12,7454344,4/7/22,17:41:22,FO,419,81,491,0,-,0.835,0,-,0.84,-,-,-,-,81,491,0.835,20220407-AQUE-003,20220407-AQUE-003-L
4/7/22 17:41,1.65E+12,7459304,4/7/22,17:41:27,FO,420,79,442,0,-,0.821,0,-,0.84,-,-,-,-,79,442,0.821,20220407-AQUE-003,20220407-AQUE-003-L
4/7/22 17:41,1.65E+12,7465569,4/7/22,17:41:33,FO,421,11,11,0,-,-,-,-,0.84,-,-,-,-,11,11,0,NA,NA
4/7/22 17:41,1.65E+12,7469564,4/7/22,17:41:37,FO,422,1,20,0,-,-,-,-,0.84,-,-,-,-,1,20,-,NA,NA
4/7/22 17:43,1.65E+12,7567461,4/7/22,17:43:15,FO,423,103,580,0,-,0.822,0,-,0.84,-,-,-,-,103,580,0.822,20220407-AQUE-003,20220407-AQUE-003-M
4/7/22 17:43,1.65E+12,7572558,4/7/22,17:43:20,FO,424,118,555,0,-,0.787,0,-,0.84,-,-,-,-,118,555,0.787,20220407-AQUE-003,20220407-AQUE-003-M
4/7/22 17:43,1.65E+12,7577979,4/7/22,17:43:26,FO,425,124,614,0,-,0.798,0,-,0.84,-,-,-,-,124,614,0.798,20220407-AQUE-003,20220407-AQUE-003-M
4/7/22 17:43,1.65E+12,7583069,4/7/22,17:43:31,FO,426,99,417,0,-,0.763,0,-,0.84,-,-,-,-,99,417,0.763,20220407-AQUE-003,20220407-AQUE-003-M
4/7/22 17:43,1.65E+12,7587972,4/7/22,17:43:36,FO,427,86,434,0,-,0.802,0,-,0.84,-,-,-,-,86,434,0.802,20220407-AQUE-003,20220407-AQUE-003-M
4/7/22 17:43,1.65E+12,7592776,4/7/22,17:43:41,FO,428,90,493,0,-,0.817,0,-,0.84,-,-,-,-,90,493,0.817,20220407-AQUE-003,20220407-AQUE-003-M
4/7/22 17:43,1.65E+12,7597780,4/7/22,17:43:46,FO,429,104,423,0,-,0.754,0,-,0.84,-,-,-,-,104,423,0.754,20220407-AQUE-003,20220407-AQUE-003-M
4/7/22 17:43,1.65E+12,7603183,4/7/22,17:43:51,FO,430,88,425,0,-,0.793,0,-,0.84,-,-,-,-,88,425,0.793,20220407-AQUE-003,20220407-AQUE-003-M
4/7/22 17:43,1.65E+12,7608045,4/7/22,17:43:56,FO,431,97,448,0,-,0.783,0,-,0.84,-,-,-,-,97,448,0.783,20220407-AQUE-003,20220407-AQUE-003-M
4/7/22 17:44,1.65E+12,7611755,4/7/22,17:44:00,FO,432,151,516,0,-,0.707,0,-,0.84,-,-,-,-,151,516,0.707,20220407-AQUE-003,20220407-AQUE-003-M
4/7/22 17:44,1.65E+12,7615733,4/7/22,17:44:04,FO,433,6,12,0,-,-,-,-,0.84,-,-,-,-,6,12,-,NA,NA
4/7/22 17:44,1.65E+12,7619840,4/7/22,17:44:08,FO,434,6,11,0,-,-,-,-,0.84,-,-,-,-,6,11,-,NA,NA
4/7/22 18:12,1.65E+12,9350866,4/7/22,18:12:59,FO,435,113,403,0,-,0.72,0,-,0.84,-,-,-,-,113,403,0.72,20220407-AQUE-004,20220407-AQUE-004-A
4/7/22 18:13,1.65E+12,9357480,4/7/22,18:13:05,FO,436,96,586,0,-,0.836,0,-,0.84,-,-,-,-,96,586,0.836,20220407-AQUE-004,20220407-AQUE-004-A
4/7/22 18:13,1.65E+12,9361935,4/7/22,18:13:10,FO,437,125,555,0,-,0.775,0,-,0.84,-,-,-,-,125,555,0.775,20220407-AQUE-004,20220407-AQUE-004-A
4/7/22 18:13,1.65E+12,9366849,4/7/22,18:13:15,FO,438,107,522,0,-,0.795,0,-,0.84,-,-,-,-,107,522,0.795,20220407-AQUE-004,20220407-AQUE-004-A
4/7/22 18:13,1.65E+12,9372242,4/7/22,18:13:20,FO,439,96,513,0,-,0.813,0,-,0.84,-,-,-,-,96,513,0.813,20220407-AQUE-004,20220407-AQUE-004-A
4/7/22 18:13,1.65E+12,9377619,4/7/22,18:13:25,FO,440,112,489,0,-,0.771,0,-,0.84,-,-,-,-,112,489,0.771,20220407-AQUE-004,20220407-AQUE-004-A
4/7/22 18:13,1.65E+12,9382675,4/7/22,18:13:30,FO,441,148,478,0,-,0.69,0,-,0.84,-,-,-,-,148,478,0.69,20220407-AQUE-004,20220407-AQUE-004-A
4/7/22 18:13,1.65E+12,9386582,4/7/22,18:13:34,FO,442,164,548,0,-,0.701,0,-,0.84,-,-,-,-,164,548,0.701,20220407-AQUE-004,20220407-AQUE-004-A
4/7/22 18:13,1.65E+12,9390785,4/7/22,18:13:39,FO,443,159,409,0,-,0.611,0,-,0.84,-,-,-,-,159,409,0.611,20220407-AQUE-004,20220407-AQUE-004-A
4/7/22 18:13,1.65E+12,9394604,4/7/22,18:13:42,FO,444,109,365,0,-,0.701,0,-,0.84,-,-,-,-,109,365,0.701,20220407-AQUE-004,20220407-AQUE-004-A
4/7/22 18:13,1.65E+12,9398157,4/7/22,18:13:46,FO,445,10,10,0,-,-,-,-,0.84,-,-,-,-,10,10,0,NA,NA
4/7/22 18:13,1.65E+12,9402163,4/7/22,18:13:50,FO,446,6,8,0,-,-,-,-,0.84,-,-,-,-,6,8,-,NA,NA
4/7/22 18:15,1.65E+12,9507129,4/7/22,18:15:35,FO,447,70,402,0,-,0.826,0,-,0.84,-,-,-,-,70,402,0.826,20220407-AQUE-004,20220407-AQUE-004-B
4/7/22 18:15,1.65E+12,9512406,4/7/22,18:15:40,FO,448,75,408,0,-,0.816,0,-,0.84,-,-,-,-,75,408,0.816,20220407-AQUE-004,20220407-AQUE-004-B
4/7/22 18:15,1.65E+12,9517775,4/7/22,18:15:46,FO,449,81,428,0,-,0.811,0,-,0.84,-,-,-,-,81,428,0.811,20220407-AQUE-004,20220407-AQUE-004-B
4/7/22 18:15,1.65E+12,9522863,4/7/22,18:15:51,FO,450,71,427,0,-,0.834,0,-,0.84,-,-,-,-,71,427,0.834,20220407-AQUE-004,20220407-AQUE-004-B
4/7/22 18:15,1.65E+12,9527829,4/7/22,18:15:56,FO,451,88,430,0,-,0.795,0,-,0.84,-,-,-,-,88,430,0.795,20220407-AQUE-004,20220407-AQUE-004-B
4/7/22 18:16,1.65E+12,9533422,4/7/22,18:16:01,FO,452,92,453,0,-,0.797,0,-,0.84,-,-,-,-,92,453,0.797,20220407-AQUE-004,20220407-AQUE-004-B
4/7/22 18:16,1.65E+12,9538273,4/7/22,18:16:06,FO,453,98,417,0,-,0.765,0,-,0.84,-,-,-,-,98,417,0.765,20220407-AQUE-004,20220407-AQUE-004-B
4/7/22 18:16,1.65E+12,9544522,4/7/22,18:16:12,FO,454,78,421,0,-,0.815,0,-,0.84,-,-,-,-,78,421,0.815,20220407-AQUE-004,20220407-AQUE-004-B
4/7/22 18:16,1.65E+12,9551057,4/7/22,18:16:19,FO,455,96,466,0,-,0.794,0,-,0.84,-,-,-,-,96,466,0.794,20220407-AQUE-004,20220407-AQUE-004-B
4/7/22 18:16,1.65E+12,9556200,4/7/22,18:16:24,FO,456,113,428,0,-,0.736,0,-,0.84,-,-,-,-,113,428,0.736,20220407-AQUE-004,20220407-AQUE-004-B
4/7/22 18:16,1.65E+12,9561229,4/7/22,18:16:29,FO,457,8,14,0,-,-,-,-,0.84,-,-,-,-,8,14,-,NA,NA
4/7/22 18:16,1.65E+12,9565479,4/7/22,18:16:33,FO,458,13,16,0,-,-,-,-,0.84,-,-,-,-,13,16,0.188,NA,NA
4/7/22 18:18,1.65E+12,9670673,4/7/22,18:18:18,FO,459,69,476,0,-,0.855,0,-,0.84,-,-,-,-,69,476,0.855,20220407-AQUE-004,20220407-AQUE-004-C
4/7/22 18:18,1.65E+12,9676295,4/7/22,18:18:24,FO,460,83,454,0,-,0.817,0,-,0.84,-,-,-,-,83,454,0.817,20220407-AQUE-004,20220407-AQUE-004-C
4/7/22 18:18,1.65E+12,9681417,4/7/22,18:18:29,FO,461,90,465,0,-,0.806,0,-,0.84,-,-,-,-,90,465,0.806,20220407-AQUE-004,20220407-AQUE-004-C
4/7/22 18:18,1.65E+12,9686364,4/7/22,18:18:34,FO,462,83,465,0,-,0.822,0,-,0.84,-,-,-,-,83,465,0.822,20220407-AQUE-004,20220407-AQUE-004-C
4/7/22 18:18,1.65E+12,9691997,4/7/22,18:18:40,FO,463,84,441,0,-,0.81,0,-,0.84,-,-,-,-,84,441,0.81,20220407-AQUE-004,20220407-AQUE-004-C
4/7/22 18:18,1.65E+12,9697022,4/7/22,18:18:45,FO,464,79,436,0,-,0.819,0,-,0.84,-,-,-,-,79,436,0.819,20220407-AQUE-004,20220407-AQUE-004-C
4/7/22 18:18,1.65E+12,9706682,4/7/22,18:18:54,FO,465,47,469,0,-,0.9,0,-,0.84,-,-,-,-,47,469,0.9,20220407-AQUE-004,20220407-AQUE-004-C
4/7/22 18:19,1.65E+12,9712374,4/7/22,18:19:00,FO,466,69,440,0,-,0.843,0,-,0.84,-,-,-,-,69,440,0.843,20220407-AQUE-004,20220407-AQUE-004-C
4/7/22 18:19,1.65E+12,9718371,4/7/22,18:19:06,FO,467,88,478,0,-,0.816,0,-,0.84,-,-,-,-,88,478,0.816,20220407-AQUE-004,20220407-AQUE-004-C
4/7/22 18:19,1.65E+12,9723148,4/7/22,18:19:11,FO,468,86,466,0,-,0.815,0,-,0.84,-,-,-,-,86,466,0.815,20220407-AQUE-004,20220407-AQUE-004-C
4/7/22 18:19,1.65E+12,9728493,4/7/22,18:19:16,FO,469,7,9,0,-,-,-,-,0.84,-,-,-,-,7,9,-,NA,NA
4/7/22 18:19,1.65E+12,9732592,4/7/22,18:19:20,FO,470,7,10,0,-,-,-,-,0.84,-,-,-,-,7,10,-,NA,NA
4/7/22 18:21,1.65E+12,9869187,4/7/22,18:21:37,FO,471,120,542,0,-,0.779,0,-,0.84,-,-,-,-,120,542,0.779,20220407-AQUE-004,20220407-AQUE-004-D
4/7/22 18:21,1.65E+12,9874109,4/7/22,18:21:42,FO,472,90,475,0,-,0.811,0,-,0.84,-,-,-,-,90,475,0.811,20220407-AQUE-004,20220407-AQUE-004-D
4/7/22 18:21,1.65E+12,9879580,4/7/22,18:21:47,FO,473,111,488,0,-,0.773,0,-,0.84,-,-,-,-,111,488,0.773,20220407-AQUE-004,20220407-AQUE-004-D
4/7/22 18:21,1.65E+12,9884760,4/7/22,18:21:53,FO,474,110,469,0,-,0.765,0,-,0.84,-,-,-,-,110,469,0.765,20220407-AQUE-004,20220407-AQUE-004-D
4/7/22 18:21,1.65E+12,9890164,4/7/22,18:21:58,FO,475,95,475,0,-,0.8,0,-,0.84,-,-,-,-,95,475,0.8,20220407-AQUE-004,20220407-AQUE-004-D
4/7/22 18:22,1.65E+12,9894796,4/7/22,18:22:03,FO,476,104,474,0,-,0.781,0,-,0.84,-,-,-,-,104,474,0.781,20220407-AQUE-004,20220407-AQUE-004-D
4/7/22 18:22,1.65E+12,9899818,4/7/22,18:22:08,FO,477,101,461,0,-,0.781,0,-,0.84,-,-,-,-,101,461,0.781,20220407-AQUE-004,20220407-AQUE-004-D
4/7/22 18:22,1.65E+12,9904631,4/7/22,18:22:12,FO,478,102,455,0,-,0.776,0,-,0.84,-,-,-,-,102,455,0.776,20220407-AQUE-004,20220407-AQUE-004-D
4/7/22 18:22,1.65E+12,9910316,4/7/22,18:22:18,FO,479,130,524,0,-,0.752,0,-,0.84,-,-,-,-,130,524,0.752,20220407-AQUE-004,20220407-AQUE-004-D
4/7/22 18:22,1.65E+12,9916379,4/7/22,18:22:24,FO,480,113,468,0,-,0.759,0,-,0.84,-,-,-,-,113,468,0.759,20220407-AQUE-004,20220407-AQUE-004-D
4/7/22 18:22,1.65E+12,9922432,4/7/22,18:22:30,FO,481,3,9,0,-,-,-,-,0.84,-,-,-,-,3,9,-,NA,NA
4/7/22 18:22,1.65E+12,9926590,4/7/22,18:22:34,FO,482,9,10,0,-,-,-,-,0.84,-,-,-,-,9,10,-,NA,NA
4/7/22 18:22,1.65E+12,9930292,4/7/22,18:22:38,FO,483,6,8,0,-,-,-,-,0.84,-,-,-,-,6,8,-,NA,NA
4/7/22 18:25,1.65E+12,10116326,4/7/22,18:25:44,FO,484,103,565,0,-,0.818,0,-,0.84,-,-,-,-,103,565,0.818,20220407-AQUE-004,20220407-AQUE-004-E
4/7/22 18:25,1.65E+12,10121973,4/7/22,18:25:50,FO,485,72,474,0,-,0.848,0,-,0.84,-,-,-,-,72,474,0.848,20220407-AQUE-004,20220407-AQUE-004-E
4/7/22 18:25,1.65E+12,10126592,4/7/22,18:25:54,FO,486,75,489,0,-,0.847,0,-,0.84,-,-,-,-,75,489,0.847,20220407-AQUE-004,20220407-AQUE-004-E
4/7/22 18:26,1.65E+12,10131853,4/7/22,18:26:00,FO,487,58,475,0,-,0.878,0,-,0.84,-,-,-,-,58,475,0.878,20220407-AQUE-004,20220407-AQUE-004-E
4/7/22 18:26,1.65E+12,10137798,4/7/22,18:26:06,FO,488,106,469,0,-,0.774,0,-,0.84,-,-,-,-,106,469,0.774,20220407-AQUE-004,20220407-AQUE-004-E
