Datetime,Time (abs/ms),Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Temp,1:Y (II),1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm,1:AHum,1:Oxyg.,1:X1,1:X2,specimen_ID,subsample_ID
7/25/23 16:35,1.69E+12,43942,7/25/23,16:35:40,FO,1,9,9,0,-,-,-,0.84,-,-,-,-,-,-,9,9,-,-,-,-,-,NA,NA
7/25/23 16:35,1.69E+12,48405,7/25/23,16:35:45,FO,2,5,5,0,-,-,-,0.84,-,-,-,-,-,-,5,5,-,-,-,-,-,NA,NA
7/25/23 16:38,1.69E+12,187569,7/25/23,16:38:04,FO,3,101,195,0,-,0.482,-,0.84,-,-,-,-,-,-,101,195,0.482,-,-,-,-,20230725-BULL-001,20230725-BULL-001-A
7/25/23 16:38,1.69E+12,194374,7/25/23,16:38:11,FO,4,96,161,0,-,0.404,-,0.84,-,-,-,-,-,-,96,161,0.404,-,-,-,-,20230725-BULL-001,20230725-BULL-001-A
7/25/23 16:38,1.69E+12,203831,7/25/23,16:38:20,FO,5,141,264,0,-,0.466,-,0.84,-,-,-,-,-,-,141,264,0.466,-,-,-,-,20230725-BULL-001,20230725-BULL-001-A
7/25/23 16:38,1.69E+12,213473,7/25/23,16:38:30,FO,6,162,292,0,-,0.445,-,0.84,-,-,-,-,-,-,162,292,0.445,-,-,-,-,20230725-BULL-001,20230725-BULL-001-A
7/25/23 16:38,1.69E+12,221451,7/25/23,16:38:38,FO,7,117,238,0,-,0.508,-,0.84,-,-,-,-,-,-,117,238,0.508,-,-,-,-,20230725-BULL-001,20230725-BULL-001-A
7/25/23 16:38,1.69E+12,229489,7/25/23,16:38:46,FO,8,64,123,0,-,0.48,-,0.84,-,-,-,-,-,-,64,123,0.48,-,-,-,-,20230725-BULL-001,20230725-BULL-001-A
7/25/23 16:38,1.69E+12,239481,7/25/23,16:38:56,FO,9,163,283,0,-,0.424,-,0.84,-,-,-,-,-,-,163,283,0.424,-,-,-,-,20230725-BULL-001,20230725-BULL-001-A
7/25/23 16:39,1.69E+12,246506,7/25/23,16:39:03,FO,10,84,160,0,-,0.475,-,0.84,-,-,-,-,-,-,84,160,0.475,-,-,-,-,20230725-BULL-001,20230725-BULL-001-A
7/25/23 16:39,1.69E+12,254935,7/25/23,16:39:11,FO,11,75,150,0,-,0.5,-,0.84,-,-,-,-,-,-,75,150,0.5,-,-,-,-,20230725-BULL-001,20230725-BULL-001-A
7/25/23 16:39,1.69E+12,262482,7/25/23,16:39:19,FO,12,119,245,0,-,0.514,-,0.84,-,-,-,-,-,-,119,245,0.514,-,-,-,-,20230725-BULL-001,20230725-BULL-001-A
7/25/23 16:39,1.69E+12,272156,7/25/23,16:39:29,FO,13,6,15,0,-,-,-,0.84,-,-,-,-,-,-,6,15,-,-,-,-,-,NA,NA
7/25/23 16:39,1.69E+12,276060,7/25/23,16:39:33,FO,14,1,16,0,-,-,-,0.84,-,-,-,-,-,-,1,16,-,-,-,-,-,NA,NA
7/25/23 16:47,1.69E+12,761040,7/25/23,16:47:38,FO,15,107,206,0,-,0.481,-,0.84,-,-,-,-,-,-,107,206,0.481,-,-,-,-,20230725-BULL-002,20230725-BULL-002-A
7/25/23 16:47,1.69E+12,772851,7/25/23,16:47:49,FO,16,123,225,0,-,0.453,-,0.84,-,-,-,-,-,-,123,225,0.453,-,-,-,-,20230725-BULL-002,20230725-BULL-002-A
7/25/23 16:48,1.69E+12,786826,7/25/23,16:48:03,FO,17,131,219,0,-,0.402,-,0.84,-,-,-,-,-,-,131,219,0.402,-,-,-,-,20230725-BULL-002,20230725-BULL-002-A
7/25/23 16:48,1.69E+12,796164,7/25/23,16:48:13,FO,18,110,212,0,-,0.481,-,0.84,-,-,-,-,-,-,110,212,0.481,-,-,-,-,20230725-BULL-002,20230725-BULL-002-A
7/25/23 16:48,1.69E+12,812564,7/25/23,16:48:29,FO,19,112,193,0,-,0.42,-,0.84,-,-,-,-,-,-,112,193,0.42,-,-,-,-,20230725-BULL-002,20230725-BULL-002-A
7/25/23 16:48,1.69E+12,823633,7/25/23,16:48:40,FO,20,84,175,0,-,0.52,-,0.84,-,-,-,-,-,-,84,175,0.52,-,-,-,-,20230725-BULL-002,20230725-BULL-002-A
7/25/23 16:48,1.69E+12,834902,7/25/23,16:48:51,FO,21,107,196,0,-,0.454,-,0.84,-,-,-,-,-,-,107,196,0.454,-,-,-,-,20230725-BULL-002,20230725-BULL-002-A
7/25/23 16:49,1.69E+12,849553,7/25/23,16:49:06,FO,22,145,232,0,-,0.375,-,0.84,-,-,-,-,-,-,145,232,0.375,-,-,-,-,20230725-BULL-002,20230725-BULL-002-A
7/25/23 16:49,1.69E+12,865628,7/25/23,16:49:22,FO,23,77,137,0,-,0.438,-,0.84,-,-,-,-,-,-,77,137,0.438,-,-,-,-,20230725-BULL-002,20230725-BULL-002-A
7/25/23 16:49,1.69E+12,874872,7/25/23,16:49:31,FO,24,109,200,0,-,0.455,-,0.84,-,-,-,-,-,-,109,200,0.455,-,-,-,-,20230725-BULL-002,20230725-BULL-002-A
7/25/23 16:49,1.69E+12,881373,7/25/23,16:49:38,FO,25,3,14,0,-,-,-,0.84,-,-,-,-,-,-,3,14,-,-,-,-,-,NA,NA
7/25/23 16:49,1.69E+12,885599,7/25/23,16:49:42,FO,26,4,11,0,-,-,-,0.84,-,-,-,-,-,-,4,11,-,-,-,-,-,NA,NA
7/25/23 16:50,1.69E+12,931020,7/25/23,16:50:27,FO,27,168,288,0,-,0.417,-,0.84,-,-,-,-,-,-,168,288,0.417,-,-,-,-,20230725-BULL-002,20230725-BULL-002-B
7/25/23 16:50,1.69E+12,941174,7/25/23,16:50:38,FO,28,142,236,0,-,0.398,-,0.84,-,-,-,-,-,-,142,236,0.398,-,-,-,-,20230725-BULL-002,20230725-BULL-002-B
7/25/23 16:50,1.69E+12,953603,7/25/23,16:50:50,FO,29,116,172,0,-,0.326,-,0.84,-,-,-,-,-,-,116,172,0.326,-,-,-,-,20230725-BULL-002,20230725-BULL-002-B
7/25/23 16:51,1.69E+12,965487,7/25/23,16:51:02,FO,30,101,191,0,-,0.471,-,0.84,-,-,-,-,-,-,101,191,0.471,-,-,-,-,20230725-BULL-002,20230725-BULL-002-B
7/25/23 16:51,1.69E+12,975411,7/25/23,16:51:12,FO,31,98,182,0,-,0.462,-,0.84,-,-,-,-,-,-,98,182,0.462,-,-,-,-,20230725-BULL-002,20230725-BULL-002-B
7/25/23 16:51,1.69E+12,1000047,7/25/23,16:51:37,FO,32,90,169,0,-,0.467,-,0.84,-,-,-,-,-,-,90,169,0.467,-,-,-,-,20230725-BULL-002,20230725-BULL-002-B
7/25/23 16:51,1.69E+12,1015807,7/25/23,16:51:52,FO,33,89,176,0,-,0.494,-,0.84,-,-,-,-,-,-,89,176,0.494,-,-,-,-,20230725-BULL-002,20230725-BULL-002-B
7/25/23 16:52,1.69E+12,1027775,7/25/23,16:52:04,FO,34,105,195,0,-,0.462,-,0.84,-,-,-,-,-,-,105,195,0.462,-,-,-,-,20230725-BULL-002,20230725-BULL-002-B
7/25/23 16:52,1.69E+12,1036839,7/25/23,16:52:13,FO,35,103,201,0,-,0.488,-,0.84,-,-,-,-,-,-,103,201,0.488,-,-,-,-,20230725-BULL-002,20230725-BULL-002-B
7/25/23 16:52,1.69E+12,1048928,7/25/23,16:52:25,FO,36,78,162,0,-,0.519,-,0.84,-,-,-,-,-,-,78,162,0.519,-,-,-,-,20230725-BULL-002,20230725-BULL-002-B
7/25/23 16:52,1.69E+12,1056075,7/25/23,16:52:33,FO,37,5,13,0,-,-,-,0.84,-,-,-,-,-,-,5,13,-,-,-,-,-,NA,NA
7/25/23 16:52,1.69E+12,1059970,7/25/23,16:52:36,FO,38,9,13,0,-,-,-,0.84,-,-,-,-,-,-,9,13,-,-,-,-,-,NA,NA
7/25/23 16:53,1.69E+12,1100724,7/25/23,16:53:17,FO,39,111,206,0,-,0.461,-,0.84,-,-,-,-,-,-,111,206,0.461,-,-,-,-,20230725-BULL-002,20230725-BULL-002-C
7/25/23 16:53,1.69E+12,1109829,7/25/23,16:53:26,FO,40,110,205,0,-,0.463,-,0.84,-,-,-,-,-,-,110,205,0.463,-,-,-,-,20230725-BULL-002,20230725-BULL-002-C
7/25/23 16:53,1.69E+12,1120276,7/25/23,16:53:37,FO,41,83,153,0,-,0.458,-,0.84,-,-,-,-,-,-,83,153,0.458,-,-,-,-,20230725-BULL-002,20230725-BULL-002-C
7/25/23 16:53,1.69E+12,1129060,7/25/23,16:53:46,FO,42,92,168,0,-,0.452,-,0.84,-,-,-,-,-,-,92,168,0.452,-,-,-,-,20230725-BULL-002,20230725-BULL-002-C
7/25/23 16:53,1.69E+12,1137280,7/25/23,16:53:54,FO,43,98,195,0,-,0.497,-,0.84,-,-,-,-,-,-,98,195,0.497,-,-,-,-,20230725-BULL-002,20230725-BULL-002-C
7/25/23 16:54,1.69E+12,1146392,7/25/23,16:54:03,FO,44,92,167,0,-,0.449,-,0.84,-,-,-,-,-,-,92,167,0.449,-,-,-,-,20230725-BULL-002,20230725-BULL-002-C
7/25/23 16:54,1.69E+12,1154732,7/25/23,16:54:11,FO,45,79,165,0,-,0.521,-,0.84,-,-,-,-,-,-,79,165,0.521,-,-,-,-,20230725-BULL-002,20230725-BULL-002-C
7/25/23 16:54,1.69E+12,1163055,7/25/23,16:54:20,FO,46,120,225,0,-,0.467,-,0.84,-,-,-,-,-,-,120,225,0.467,-,-,-,-,20230725-BULL-002,20230725-BULL-002-C
7/25/23 16:54,1.69E+12,1171549,7/25/23,16:54:28,FO,47,154,239,0,-,0.356,-,0.84,-,-,-,-,-,-,154,239,0.356,-,-,-,-,20230725-BULL-002,20230725-BULL-002-C
7/25/23 16:54,1.69E+12,1179555,7/25/23,16:54:36,FO,48,74,149,0,-,0.503,-,0.84,-,-,-,-,-,-,74,149,0.503,-,-,-,-,20230725-BULL-002,20230725-BULL-002-C
7/25/23 16:54,1.69E+12,1183787,7/25/23,16:54:40,FO,49,3,8,0,-,-,-,0.84,-,-,-,-,-,-,3,8,-,-,-,-,-,NA,NA
7/25/23 16:54,1.69E+12,1187540,7/25/23,16:54:44,FO,50,1,9,0,-,-,-,0.84,-,-,-,-,-,-,1,9,-,-,-,-,-,NA,NA
7/25/23 17:02,1.69E+12,1650082,7/25/23,17:02:27,FO,51,133,224,0,-,0.406,-,0.84,-,-,-,-,-,-,133,224,0.406,-,-,-,-,20230725-BULL-003,20230725-BULL-003-A
7/25/23 17:02,1.69E+12,1655849,7/25/23,17:02:32,FO,52,88,164,0,-,0.463,-,0.84,-,-,-,-,-,-,88,164,0.463,-,-,-,-,20230725-BULL-003,20230725-BULL-003-A
7/25/23 17:02,1.69E+12,1661878,7/25/23,17:02:38,FO,53,82,148,0,-,0.446,-,0.84,-,-,-,-,-,-,82,148,0.446,-,-,-,-,20230725-BULL-003,20230725-BULL-003-A
7/25/23 17:02,1.69E+12,1667300,7/25/23,17:02:44,FO,54,81,145,0,-,0.441,-,0.84,-,-,-,-,-,-,81,145,0.441,-,-,-,-,20230725-BULL-003,20230725-BULL-003-A
7/25/23 17:02,1.69E+12,1676615,7/25/23,17:02:53,FO,55,70,132,0,-,0.47,-,0.84,-,-,-,-,-,-,70,132,0.47,-,-,-,-,20230725-BULL-003,20230725-BULL-003-A
7/25/23 17:03,1.69E+12,1684145,7/25/23,17:03:01,FO,56,71,130,0,-,0.454,-,0.84,-,-,-,-,-,-,71,130,0.454,-,-,-,-,20230725-BULL-003,20230725-BULL-003-A
7/25/23 17:03,1.69E+12,1693801,7/25/23,17:03:10,FO,57,66,119,0,-,0.445,-,0.84,-,-,-,-,-,-,66,119,0.445,-,-,-,-,20230725-BULL-003,20230725-BULL-003-A
7/25/23 17:03,1.69E+12,1699714,7/25/23,17:03:16,FO,58,197,245,0,-,0.196,-,0.84,-,-,-,-,-,-,197,245,0.196,-,-,-,-,20230725-BULL-003,20230725-BULL-003-A
7/25/23 17:03,1.69E+12,1707443,7/25/23,17:03:24,FO,59,81,152,0,-,0.467,-,0.84,-,-,-,-,-,-,81,152,0.467,-,-,-,-,20230725-BULL-003,20230725-BULL-003-A
7/25/23 17:03,1.69E+12,1714659,7/25/23,17:03:31,FO,60,99,181,0,-,0.453,-,0.84,-,-,-,-,-,-,99,181,0.453,-,-,-,-,20230725-BULL-003,20230725-BULL-003-A
7/25/23 17:03,1.69E+12,1725482,7/25/23,17:03:42,FO,61,2,11,0,-,-,-,0.84,-,-,-,-,-,-,2,11,-,-,-,-,-,NA,NA
7/25/23 17:03,1.69E+12,1729194,7/25/23,17:03:46,FO,62,2,10,0,-,-,-,0.84,-,-,-,-,-,-,2,10,-,-,-,-,-,NA,NA
7/25/23 17:13,1.69E+12,2339753,7/25/23,17:13:56,FO,63,81,172,0,-,0.529,-,0.84,-,-,-,-,-,-,81,172,0.529,-,-,-,-,20230725-BULL-004,20230725-BULL-004-A
7/25/23 17:14,1.69E+12,2345638,7/25/23,17:14:02,FO,64,89,169,0,-,0.473,-,0.84,-,-,-,-,-,-,89,169,0.473,-,-,-,-,20230725-BULL-004,20230725-BULL-004-A
7/25/23 17:14,1.69E+12,2351958,7/25/23,17:14:08,FO,65,94,183,0,-,0.486,-,0.84,-,-,-,-,-,-,94,183,0.486,-,-,-,-,20230725-BULL-004,20230725-BULL-004-A
7/25/23 17:14,1.69E+12,2360552,7/25/23,17:14:17,FO,66,87,161,0,-,0.46,-,0.84,-,-,-,-,-,-,87,161,0.46,-,-,-,-,20230725-BULL-004,20230725-BULL-004-A
7/25/23 17:14,1.69E+12,2370467,7/25/23,17:14:27,FO,67,105,206,0,-,0.49,-,0.84,-,-,-,-,-,-,105,206,0.49,-,-,-,-,20230725-BULL-004,20230725-BULL-004-A
7/25/23 17:14,1.69E+12,2379967,7/25/23,17:14:36,FO,68,127,207,0,-,0.386,-,0.84,-,-,-,-,-,-,127,207,0.386,-,-,-,-,20230725-BULL-004,20230725-BULL-004-A
7/25/23 17:14,1.69E+12,2393586,7/25/23,17:14:50,FO,69,22,47,0,-,-,-,0.84,-,-,-,-,-,-,22,47,0.532,-,-,-,-,NA,NA
7/25/23 17:15,1.69E+12,2402618,7/25/23,17:14:59,FO,70,121,234,0,-,0.483,-,0.84,-,-,-,-,-,-,121,234,0.483,-,-,-,-,20230725-BULL-004,20230725-BULL-004-A
7/25/23 17:15,1.69E+12,2414561,7/25/23,17:15:11,FO,71,86,166,0,-,0.482,-,0.84,-,-,-,-,-,-,86,166,0.482,-,-,-,-,20230725-BULL-004,20230725-BULL-004-A
7/25/23 17:15,1.69E+12,2426395,7/25/23,17:15:23,FO,72,93,179,0,-,0.48,-,0.84,-,-,-,-,-,-,93,179,0.48,-,-,-,-,20230725-BULL-004,20230725-BULL-004-A
7/25/23 17:15,1.69E+12,2437910,7/25/23,17:15:34,FO,73,3,16,0,-,-,-,0.84,-,-,-,-,-,-,3,16,-,-,-,-,-,NA,NA
7/25/23 17:15,1.69E+12,2442158,7/25/23,17:15:39,FO,74,3,15,0,-,-,-,0.84,-,-,-,-,-,-,3,15,-,-,-,-,-,NA,NA
7/25/23 17:15,1.69E+12,2461579,7/25/23,17:15:58,FO,75,91,182,0,-,0.5,-,0.84,-,-,-,-,-,-,91,182,0.5,-,-,-,-,20230725-BULL-004,20230725-BULL-004-B
7/25/23 17:16,1.69E+12,2471735,7/25/23,17:16:08,FO,76,88,173,0,-,0.491,-,0.84,-,-,-,-,-,-,88,173,0.491,-,-,-,-,20230725-BULL-004,20230725-BULL-004-B
7/25/23 17:16,1.69E+12,2480717,7/25/23,17:16:17,FO,77,77,151,0,-,0.49,-,0.84,-,-,-,-,-,-,77,151,0.49,-,-,-,-,20230725-BULL-004,20230725-BULL-004-B
7/25/23 17:16,1.69E+12,2488383,7/25/23,17:16:25,FO,78,88,166,0,-,0.47,-,0.84,-,-,-,-,-,-,88,166,0.47,-,-,-,-,20230725-BULL-004,20230725-BULL-004-B
7/25/23 17:16,1.69E+12,2500615,7/25/23,17:16:37,FO,79,51,105,0,-,0.514,-,0.84,-,-,-,-,-,-,51,105,0.514,-,-,-,-,20230725-BULL-004,20230725-BULL-004-B
7/25/23 17:16,1.69E+12,2509134,7/25/23,17:16:46,FO,80,115,231,0,-,0.502,-,0.84,-,-,-,-,-,-,115,231,0.502,-,-,-,-,20230725-BULL-004,20230725-BULL-004-B
7/25/23 17:16,1.69E+12,2518166,7/25/23,17:16:55,FO,81,82,163,0,-,0.497,-,0.84,-,-,-,-,-,-,82,163,0.497,-,-,-,-,20230725-BULL-004,20230725-BULL-004-B
7/25/23 17:17,1.69E+12,2525304,7/25/23,17:17:02,FO,82,84,170,0,-,0.506,-,0.84,-,-,-,-,-,-,84,170,0.506,-,-,-,-,20230725-BULL-004,20230725-BULL-004-B
7/25/23 17:17,1.69E+12,2533631,7/25/23,17:17:10,FO,83,107,219,0,-,0.511,-,0.84,-,-,-,-,-,-,107,219,0.511,-,-,-,-,20230725-BULL-004,20230725-BULL-004-B
7/25/23 17:17,1.69E+12,2541239,7/25/23,17:17:18,FO,84,82,157,0,-,0.478,-,0.84,-,-,-,-,-,-,82,157,0.478,-,-,-,-,20230725-BULL-004,20230725-BULL-004-B
7/25/23 17:17,1.69E+12,2545280,7/25/23,17:17:22,FO,85,1,7,0,-,-,-,0.84,-,-,-,-,-,-,1,7,-,-,-,-,-,NA,NA
7/25/23 17:17,1.69E+12,2549115,7/25/23,17:17:26,FO,86,4,17,0,-,-,-,0.84,-,-,-,-,-,-,4,17,-,-,-,-,-,NA,NA
7/25/23 17:17,1.69E+12,2577533,7/25/23,17:17:54,FO,87,124,270,0,-,0.541,-,0.84,-,-,-,-,-,-,124,270,0.541,-,-,-,-,20230725-BULL-004,20230725-BULL-004-C
7/25/23 17:18,1.69E+12,2585123,7/25/23,17:18:02,FO,88,87,189,0,-,0.54,-,0.84,-,-,-,-,-,-,87,189,0.54,-,-,-,-,20230725-BULL-004,20230725-BULL-004-C
7/25/23 17:18,1.69E+12,2596059,7/25/23,17:18:13,FO,89,105,217,0,-,0.516,-,0.84,-,-,-,-,-,-,105,217,0.516,-,-,-,-,20230725-BULL-004,20230725-BULL-004-C
7/25/23 17:18,1.69E+12,2605269,7/25/23,17:18:22,FO,90,94,188,0,-,0.5,-,0.84,-,-,-,-,-,-,94,188,0.5,-,-,-,-,20230725-BULL-004,20230725-BULL-004-C
7/25/23 17:18,1.69E+12,2616361,7/25/23,17:18:33,FO,91,122,251,0,-,0.514,-,0.84,-,-,-,-,-,-,122,251,0.514,-,-,-,-,20230725-BULL-004,20230725-BULL-004-C
7/25/23 17:18,1.69E+12,2626142,7/25/23,17:18:43,FO,92,122,224,0,-,0.455,-,0.84,-,-,-,-,-,-,122,224,0.455,-,-,-,-,20230725-BULL-004,20230725-BULL-004-C
7/25/23 17:18,1.69E+12,2634204,7/25/23,17:18:51,FO,93,73,141,0,-,0.482,-,0.84,-,-,-,-,-,-,73,141,0.482,-,-,-,-,20230725-BULL-004,20230725-BULL-004-C
7/25/23 17:19,1.69E+12,2643953,7/25/23,17:19:00,FO,94,87,176,0,-,0.506,-,0.84,-,-,-,-,-,-,87,176,0.506,-,-,-,-,20230725-BULL-004,20230725-BULL-004-C
7/25/23 17:19,1.69E+12,2654020,7/25/23,17:19:10,FO,95,118,235,0,-,0.498,-,0.84,-,-,-,-,-,-,118,235,0.498,-,-,-,-,20230725-BULL-004,20230725-BULL-004-C
7/25/23 17:19,1.69E+12,2662890,7/25/23,17:19:19,FO,96,143,271,0,-,0.472,-,0.84,-,-,-,-,-,-,143,271,0.472,-,-,-,-,20230725-BULL-004,20230725-BULL-004-C
7/25/23 17:19,1.69E+12,2667659,7/25/23,17:19:24,FO,97,2,9,0,-,-,-,0.84,-,-,-,-,-,-,2,9,-,-,-,-,-,NA,NA
7/25/23 17:19,1.69E+12,2671751,7/25/23,17:19:28,FO,98,1,1,0,-,-,-,0.84,-,-,-,-,-,-,1,1,-,-,-,-,-,NA,NA
7/25/23 17:29,1.69E+12,3254582,7/25/23,17:29:11,FO,99,161,243,0,-,0.337,-,0.84,-,-,-,-,-,-,161,243,0.337,-,-,-,-,20230725-BULL-005,20230725-BULL-005-A
7/25/23 17:29,1.69E+12,3266292,7/25/23,17:29:23,FO,100,104,158,0,-,0.342,-,0.84,-,-,-,-,-,-,104,158,0.342,-,-,-,-,20230725-BULL-005,20230725-BULL-005-A
7/25/23 17:29,1.69E+12,3277830,7/25/23,17:29:34,FO,101,84,178,0,-,0.528,-,0.84,-,-,-,-,-,-,84,178,0.528,-,-,-,-,20230725-BULL-005,20230725-BULL-005-A
7/25/23 17:29,1.69E+12,3293223,7/25/23,17:29:50,FO,102,143,298,0,-,0.52,-,0.84,-,-,-,-,-,-,143,298,0.52,-,-,-,-,20230725-BULL-005,20230725-BULL-005-A
7/25/23 17:29,1.69E+12,3299905,7/25/23,17:29:56,FO,103,110,196,0,-,0.439,-,0.84,-,-,-,-,-,-,110,196,0.439,-,-,-,-,20230725-BULL-005,20230725-BULL-005-A
7/25/23 17:30,1.69E+12,3307290,7/25/23,17:30:04,FO,104,136,285,0,-,0.523,-,0.84,-,-,-,-,-,-,136,285,0.523,-,-,-,-,20230725-BULL-005,20230725-BULL-005-A
7/25/23 17:30,1.69E+12,3314644,7/25/23,17:30:11,FO,105,164,278,0,-,0.41,-,0.84,-,-,-,-,-,-,164,278,0.41,-,-,-,-,20230725-BULL-005,20230725-BULL-005-A
7/25/23 17:30,1.69E+12,3321629,7/25/23,17:30:18,FO,106,170,286,0,-,0.406,-,0.84,-,-,-,-,-,-,170,286,0.406,-,-,-,-,20230725-BULL-005,20230725-BULL-005-A
7/25/23 17:30,1.69E+12,3335470,7/25/23,17:30:32,FO,107,89,162,0,-,0.451,-,0.84,-,-,-,-,-,-,89,162,0.451,-,-,-,-,20230725-BULL-005,20230725-BULL-005-A
7/25/23 17:30,1.69E+12,3345983,7/25/23,17:30:42,FO,108,140,208,0,-,0.327,-,0.84,-,-,-,-,-,-,140,208,0.327,-,-,-,-,20230725-BULL-005,20230725-BULL-005-A
7/25/23 17:30,1.69E+12,3350189,7/25/23,17:30:47,FO,109,1,18,0,-,-,-,0.84,-,-,-,-,-,-,1,18,-,-,-,-,-,NA,NA
7/25/23 17:30,1.69E+12,3353907,7/25/23,17:30:50,FO,110,3,16,0,-,-,-,0.84,-,-,-,-,-,-,3,16,-,-,-,-,-,NA,NA
7/25/23 17:31,1.69E+12,3381280,7/25/23,17:31:18,FO,111,120,241,0,-,0.502,-,0.84,-,-,-,-,-,-,120,241,0.502,-,-,-,-,20230725-BULL-005,20230725-BULL-005-B
7/25/23 17:31,1.69E+12,3389636,7/25/23,17:31:26,FO,112,147,251,0,-,0.414,-,0.84,-,-,-,-,-,-,147,251,0.414,-,-,-,-,20230725-BULL-005,20230725-BULL-005-B
7/25/23 17:31,1.69E+12,3410364,7/25/23,17:31:47,FO,113,95,150,0,-,0.367,-,0.84,-,-,-,-,-,-,95,150,0.367,-,-,-,-,20230725-BULL-005,20230725-BULL-005-B
7/25/23 17:31,1.69E+12,3417902,7/25/23,17:31:54,FO,114,153,240,0,-,0.363,-,0.84,-,-,-,-,-,-,153,240,0.363,-,-,-,-,20230725-BULL-005,20230725-BULL-005-B
7/25/23 17:32,1.69E+12,3426542,7/25/23,17:32:03,FO,115,110,192,0,-,0.427,-,0.84,-,-,-,-,-,-,110,192,0.427,-,-,-,-,20230725-BULL-005,20230725-BULL-005-B
7/25/23 17:32,1.69E+12,3434950,7/25/23,17:32:11,FO,116,125,200,0,-,0.375,-,0.84,-,-,-,-,-,-,125,200,0.375,-,-,-,-,20230725-BULL-005,20230725-BULL-005-B
7/25/23 17:32,1.69E+12,3443428,7/25/23,17:32:20,FO,117,105,198,0,-,0.47,-,0.84,-,-,-,-,-,-,105,198,0.47,-,-,-,-,20230725-BULL-005,20230725-BULL-005-B
7/25/23 17:32,1.69E+12,3451455,7/25/23,17:32:28,FO,118,162,288,0,-,0.438,-,0.84,-,-,-,-,-,-,162,288,0.438,-,-,-,-,20230725-BULL-005,20230725-BULL-005-B
7/25/23 17:32,1.69E+12,3459321,7/25/23,17:32:36,FO,119,151,223,0,-,0.323,-,0.84,-,-,-,-,-,-,151,223,0.323,-,-,-,-,20230725-BULL-005,20230725-BULL-005-B
7/25/23 17:32,1.69E+12,3475106,7/25/23,17:32:52,FO,120,106,188,0,-,0.436,-,0.84,-,-,-,-,-,-,106,188,0.436,-,-,-,-,20230725-BULL-005,20230725-BULL-005-B
7/25/23 17:33,1.69E+12,3483532,7/25/23,17:33:00,FO,121,0,17,0,-,-,-,0.84,-,-,-,-,-,-,0,17,-,-,-,-,-,NA,NA
7/25/23 17:33,1.69E+12,3487560,7/25/23,17:33:04,FO,122,0,20,0,-,-,-,0.84,-,-,-,-,-,-,0,20,-,-,-,-,-,NA,NA
7/25/23 17:33,1.69E+12,3515137,7/25/23,17:33:32,FO,123,126,207,0,-,0.391,-,0.84,-,-,-,-,-,-,126,207,0.391,-,-,-,-,20230725-BULL-005,20230725-BULL-005-C
7/25/23 17:33,1.69E+12,3526025,7/25/23,17:33:42,FO,124,157,300,0,-,0.477,-,0.84,-,-,-,-,-,-,157,300,0.477,-,-,-,-,20230725-BULL-005,20230725-BULL-005-C
7/25/23 17:33,1.69E+12,3535573,7/25/23,17:33:52,FO,125,189,346,0,-,0.454,-,0.84,-,-,-,-,-,-,189,346,0.454,-,-,-,-,20230725-BULL-005,20230725-BULL-005-C
7/25/23 17:34,1.69E+12,3546864,7/25/23,17:34:03,FO,126,171,327,0,-,0.477,-,0.84,-,-,-,-,-,-,171,327,0.477,-,-,-,-,20230725-BULL-005,20230725-BULL-005-C
7/25/23 17:34,1.69E+12,3564884,7/25/23,17:34:21,FO,127,161,255,0,-,0.369,-,0.84,-,-,-,-,-,-,161,255,0.369,-,-,-,-,20230725-BULL-005,20230725-BULL-005-C
7/25/23 17:34,1.69E+12,3574823,7/25/23,17:34:31,FO,128,170,241,0,-,0.295,-,0.84,-,-,-,-,-,-,170,241,0.295,-,-,-,-,20230725-BULL-005,20230725-BULL-005-C
7/25/23 17:34,1.69E+12,3584520,7/25/23,17:34:41,FO,129,185,306,0,-,0.395,-,0.84,-,-,-,-,-,-,185,306,0.395,-,-,-,-,20230725-BULL-005,20230725-BULL-005-C
7/25/23 17:34,1.69E+12,3593382,7/25/23,17:34:50,FO,130,171,298,0,-,0.426,-,0.84,-,-,-,-,-,-,171,298,0.426,-,-,-,-,20230725-BULL-005,20230725-BULL-005-C
7/25/23 17:35,1.69E+12,3606056,7/25/23,17:35:03,FO,131,163,315,0,-,0.483,-,0.84,-,-,-,-,-,-,163,315,0.483,-,-,-,-,20230725-BULL-005,20230725-BULL-005-C
7/25/23 17:35,1.69E+12,3616529,7/25/23,17:35:13,FO,132,146,281,0,-,0.48,-,0.84,-,-,-,-,-,-,146,281,0.48,-,-,-,-,20230725-BULL-005,20230725-BULL-005-C
7/25/23 17:35,1.69E+12,3622484,7/25/23,17:35:19,FO,133,0,0,0,-,-,-,0.84,-,-,-,-,-,-,0,0,-,-,-,-,-,NA,NA
7/25/23 17:35,1.69E+12,3626442,7/25/23,17:35:23,FO,134,11,11,0,-,-,-,0.84,-,-,-,-,-,-,11,11,0,-,-,-,-,NA,NA
7/25/23 17:35,1.69E+12,3638161,7/25/23,17:35:35,FO,135,0,10,0,-,-,-,0.84,-,-,-,-,-,-,0,10,-,-,-,-,-,NA,NA
