specimen_ID,sp_code,scientific_name,growth_form,pigment_type,life_habit,longevity,posture,branching_yn,lifestage,maximum_height,method,thickness_mm_mean,thickness_mm_se,sta_mean,sta_se,frond_dmc_mean,frond_dmc_se,sav_mean,sav_se,sap_mean,sap_se,aspect_ratio_mean,aspect_ratio_se,frond_length_mean,frond_length_se,frond_width_mean,frond_width_se,frond_area_mean,frond_area_se,frond_peri_mean,frond_peri_se,frond_ww_mean,frond_ww_se,frond_dw_mean,frond_dw_se,frond_volume_mean,frond_volume_se,fvfm_mean,fvfm_se,total_wet,total_dry,total_dmc,total_volume,chlA_mean,chlA_se,delta_15_n_mean,delta_15_n_se,delta_13_c_mean,delta_13_c_se,weight_percent_n_mean,weight_percent_n_se,weight_percent_c_mean,weight_percent_c_se,mass_to_height,height_ww,date_collected,site,year,sav_scaled,frond_area_scaled,sta_scaled,frond_peri_scaled,frond_length_scaled,frond_width_scaled
20230627-MOHK-014,BO,Bossiella orbigniana,articulated_calcareous,red,saxicolous,perennial,"erect, prostrate",yes,NA,8,NA,0.3925,0.017315881253627936,4.527910256345123,0.14771723263389444,0.5381880121723261,0.018491259455146646,2341.7744047619035,122.3250309413354,0.5702887324743695,0.039538051690440154,0.790719696969697,0.07051586814822526,6.5,0.23804761428476162,8.35,0.5560275772537425,1791.3,137.62929072935995,3200.8500000000004,389.8994838416691,738.75,62.848196738914744,394.5,21.465087933665682,0.7750000000000004,0.08539125638299674,0.43552,0.009876929347389974,20438,9470,0.46335257853018885,19.1,0.29507428571428573,0.040495714285714274,NA,NA,NA,NA,NA,NA,NA,NA,1183.75,3.914277326548586e-4,2023-06-27,Mohawk,2023,44727.89113095236,36610589.4,42879.31012758832,65418972.300000004,132847,170657.3
20230627-MOHK-017,BO,Bossiella orbigniana,articulated_calcareous,red,saxicolous,perennial,"erect, prostrate",yes,NA,7,NA,0.42,0.028010986855435568,3.9986767423822993,0.23746575087165925,0.5379179789137416,0.004578583869301043,2271.662499999999,235.86626805512014,0.6876313399279215,0.017481914631585736,0.7866596638655462,0.036420103678239495,5.9,0.7648529270389178,7.475,0.8498774421448464,1872.575,726.9251524687165,2762.675,1113.3315067662163,864.75,320.76195093350253,464.25,171.21155286175443,0.8750000000000002,0.37721567659187577,0.3872608695652174,0.011719585544767524,3459,1857,0.5368603642671292,3.500000000000001,0.4612555952380953,0.03573773809523806,NA,NA,NA,NA,NA,NA,NA,NA,265.2857142857143,0.002023706273489448,2023-06-27,Mohawk,2023,7950.8187499999985,6477236.925,7425.54271060393,9556092.825000001,20408.100000000002,25856.024999999998
20230627-MOHK-019,GR,Gelidium spp.,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,37,NA,1.1300000000000001,0.11680577786903241,3.894808372783795,0.21535717155461892,0.2663166707407872,0.0034850512927811824,1041.795625,75.26029226662153,0.8224625246383777,0.028338639108958924,6.185555555555556,1.0391170278322188,27.025,3.0442226703489785,4.5,0.3535533905932738,6407.925,1690.5334396648295,7742.225,1936.2225794808987,6327.5,1834.0669062677803,1695.75,499.14967277694706,6.25,1.6520189667999174,0.56425,0.011337901359880356,61310,15783,0.2574294568585875,60,0.5312080555555555,0.0176669444444445,NA,NA,NA,NA,NA,NA,NA,NA,426.56756756756755,6.034904583265372e-4,2023-06-27,Mohawk,2023,62507.737499999996,392869881.75,61471.76054764664,474675814.75,1656902.75,275895
20230627-MOHK-021,GR,Gelidium spp.,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,26,NA,0.9025,0.09776263115977418,5.284426701457629,0.1671996837608535,0.25858547579300256,0.006668822246820445,1514.4500000000003,272.9371798906603,0.6679195830126273,0.024694482889779816,11.530698529411765,3.324240477560133,17.55,3.298863440641337,2,0.6204836822995429,2038.85,451.97368194029474,3014.65,649.8556025508026,1457,294.34814987244835,379.75,80.37762437395124,1.4,0.35590260840104376,0.5379166666666667,0.013934359143293945,14098,3727,0.26436373953752307,14.6,0.8018440860215053,0.08058924731182797,NA,NA,NA,NA,NA,NA,NA,NA,143.34615384615384,0.001844233224570861,2023-06-27,Mohawk,2023,22110.970000000005,28743707.299999997,19695.058316332583,42500535.7,247419.90000000002,28196
20230627-MOHK-022,CO,Corallina officinalis,articulated_calcareous,red,saxicolous,perennate,"erect, prostrate",yes,NA,11,NA,0.5775,0.0353530726187943,4.169470147586944,0.1427169347130882,0.4453701639083737,0.019901726344215102,2294.1083333333327,290.90952705184264,0.5621304741781654,0.04085422412294276,1.618628024980484,0.020641937748041198,10.55,0.3662876829305988,6.525,0.275,2193.7999999999997,327.3633939014358,3855.275,310.68976051950364,1205,224.99074055021316,530,84.38700531874956,0.9500000000000002,0.028867513459481187,0.482,0.00850021312605783,8083,3404,0.4211307682791043,6.800000000000001,0.8672166666666666,0.10824333333333334,NA,NA,NA,NA,NA,NA,NA,NA,309.45454545454544,0.0013608808610664357,2023-06-27,Mohawk,2023,15599.936666666663,17732485.4,14192.876382385957,31162187.825,85275.65000000001,52741.575000000004
20230627-MOHK-023,BO,Bossiella orbigniana,articulated_calcareous,red,saxicolous,perennial,"erect, prostrate",yes,NA,8,NA,0.34,0.015106459817082496,4.419201890278007,0.17032283694737105,0.5688910398271385,0.015562336183890631,2736.2625000000016,215.7139361274179,0.7131252868827154,0.08581460699033187,1.2245726495726497,0.16781885869305962,5.85,0.33040379335998343,5.075,0.81891696770796,1288.575,631.1098945178513,1836.125,875.2850834394854,489.75,214.37287413911926,278.25,123.7688537826325,0.44999999999999996,0.18929694486000917,0.39529166666666665,0.006761859995878704,42959,20113,0.46819060033985893,35.8,0.33570892857142853,0.026433928571428563,NA,NA,NA,NA,NA,NA,NA,NA,2514.125,1.862240741171815e-4,2023-06-27,Mohawk,2023,97958.19750000005,55355893.425000004,88883.40761916156,78878093.875,251310.15,218016.92500000002
20230711-NAPL-001,BO,Bossiella orbigniana,articulated_calcareous,red,saxicolous,perennial,"erect, prostrate",yes,NA,9,NA,0.865,0.03781703591145406,1.181296073028895,0.07875511150523638,0.7644538319868229,0.009940268369821311,1642.7416666666625,430.2268502337272,0.7453229771154227,0.022468339210977024,1.097732843137255,0.08339566263016963,7.3,1.2629330940315089,6.875,1.5553000782271351,1297.6749999999997,774.7438075206968,1706.9500000000003,981.5589560320191,1515.75,894.7736562021332,1167,698.2116441309182,1.0500000000000003,0.6739188873051909,0.4114634146341463,0.004361010394361191,15904,10497,0.6600226358148893,21.200000000000003,0.0783888617886179,0.011355528455284557,NA,NA,NA,NA,NA,NA,NA,NA,1166.3333333333333,5.658953722334004e-4,2023-07-11,Naples,2023,34826.12333333325,20638223.199999996,12400.064878584311,27147332.800000004,116099.2,109340
20230711-NAPL-002,BO,Bossiella orbigniana,articulated_calcareous,red,saxicolous,perennial,"erect, prostrate",yes,NA,8.3,NA,0.85,0.03242347993787914,1.7221711758176967,0.2681705797077716,0.718775936736957,0.014758220686024082,2091.6333333333337,380.8789313815752,0.8901573466974978,0.02409436027973565,1.0876254343487353,0.13779965149952295,7.15,0.44440972086577957,7.025,1.2519151994710611,787.75,173.32390439097932,901.35,217.2370613715195,661.5,172.88266734021275,481.75,135.47901128957207,0.44999999999999996,0.1848422751068236,0.417575,0.0031282188550560528,7601,5394,0.7096434679647415,5.8,0.08301581196581195,0.0155019658119658,NA,NA,NA,NA,NA,NA,NA,NA,649.8795180722891,0.0010919615840021052,2023-07-11,Naples,2023,12131.473333333335,5987687.75,9289.391322360656,6851161.350000001,54347.15,53397.025
20230711-NAPL-003,BO,Bossiella orbigniana,articulated_calcareous,red,saxicolous,perennial,"erect, prostrate",yes,NA,10,NA,0.9,0.03544587784792833,1.3022099664994058,0.044621299758087346,0.7438824728417227,0.010498517885911798,1527.7875000000001,222.61614232332005,0.7795309196895435,0.016905935767735067,0.7884755894344425,0.10561013086704,8.65,0.6563789555838405,11.45,1.3616778865306827,2184.775,498.5237747172479,2807.825,628.828045355008,2287.25,576.9087702285923,1717.5,447.8482816014072,1.45,0.32015621187164245,0.4024871794871795,0.0034523695230542196,15473,10432,0.6742066826084147,10.8,0.07810830830830831,0.009833173173173164,NA,NA,NA,NA,NA,NA,NA,NA,1043.2,6.462870807212563e-4,2023-07-11,Naples,2023,16500.105000000003,33805023.575,13584.654370521801,43445476.224999994,133841.45,177165.84999999998
20230711-NAPL-004,BO,Bossiella orbigniana,articulated_calcareous,red,saxicolous,perennial,"erect, prostrate",yes,NA,7.5,NA,0.7925,0.029392895530932432,1.6079367321100944,0.0752310371502118,0.6872116100255636,0.03467127979796143,1633.2833333333335,177.914780630128,0.7682965541973045,0.03244101022119107,0.7700534759358288,0.015971320345527396,5.533333333333333,0.7310570733153772,7.166666666666667,0.8819171036881969,867.1500000000001,142.46651945866674,1154.125,223.1284733623211,808.5,165.46575677966322,546.5,92.9914870655732,0.575,0.15478479684172258,0.399825,0.004980846326499657,4105,2806,0.6835566382460414,3.3,0.08802795862068966,0.008177558620689659,NA,NA,NA,NA,NA,NA,NA,NA,374.1333333333333,0.0018270401948842874,2023-07-11,Naples,2023,5389.835,3559650.7500000005,4511.870470300924,4737683.125,22714.333333333332,29419.166666666668
20230711-NAPL-005,GR,Gelidium spp.,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,32,NA,1.54,0.11276251422961718,3.1944495344426174,0.7043195835983024,0.28518376813282315,0.025262560626087355,906.2716666666666,218.75215780311405,0.8890395922364897,0.07874477664717272,2.289373158507018,0.49689536948387153,26.625,2.354915072778634,12.65,1.61683847884279,3123.075,717.6799627677599,3701.2,1087.9504438775389,3443.5,463.2242977219567,979.75,160.74481588322945,3.5,0.5,0.573775,0.009680835383268773,52774,15919,0.30164474930837154,16,0.5433091402714932,0.05273855203619906,NA,NA,NA,NA,NA,NA,NA,NA,497.46875,6.063591920263767e-4,2023-07-11,Naples,2023,14500.346666666666,164817160.04999998,50852.44213879202,195327128.79999998,1405107.75,667591.1
20230711-NAPL-006,DP,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,corticated_foliose,brown,saxicolous,annual,erect,yes,NA,21,NA,0.165,0.026432635330710327,36.10993557919152,0.22138596087091142,0.13459282953485271,0.008576569372251097,4096.42,604.9799999999997,3.529763494739578,0.00415419590193311,1.1075774336283186,0.2049225663716815,17.549999999999997,2.8499999999999996,16.9,5.700000000000001,19807.9,15106.5,5606.65,4273.149999999999,4270.5,3355.5,546,414.99999999999994,5.5,4.5,0.7302,0.004046180785304634,10121,2082,0.2057108981325956,49,3.141535833333333,1.8899841666666664,6.44879234666472,NA,-26.493954205236204,NA,2.4806920101809666,NA,38.61242594338134,NA,99.14285714285714,0.002074893785199091,2023-07-11,Naples,2023,200724.58000000002,200475755.9,75180.88587587675,56744904.65,177623.54999999996,171044.9
20230711-NAPL-007,GR,Gelidium spp.,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,29,NA,1.4975,0.11985501390836495,2.9809516709776354,0.3997462184195437,0.3001764381740467,0.0026168837557596627,874.0770833333333,169.1844774208722,0.8067428024760329,0.05783696358320949,2.06400539351359,0.6227652430821313,19.35,2.6924276530051214,12.45,3.5488260969885053,2455.025,860.0262470558677,3162.8500000000004,1297.5180438693972,2555.75,719.801173357384,764.25,215.55988147148346,2.5,0.6454972243679028,0.5244,0.009485130062771532,81223,21057,0.2592492274355786,72,0.44018728695652176,0.019944886956521742,NA,NA,NA,NA,NA,NA,NA,NA,726.1034482758621,3.570417246346478e-4,2023-07-11,Naples,2023,62933.55,199404495.57500002,62769.89933577607,256896165.55000004,1571665.05,1011226.35
20230711-NAPL-010,PTCA,Pterygophora californica,leathery_macrophyte,brown,saxicolous,perennial,erect,no,adult,240,NA,2.0260000000000002,0.4928120890380438,15.60229873894823,0.7656717223035401,0.12647283967305153,0.0022552228518101436,1654.2443041300098,106.11746996867302,32.94806536956088,3.8799622818974018,14.135499011857707,0.9068539253827221,141.675,18.19346837924717,10.05,1.25,122324.79999999999,36293.27907590697,3525.6,595.3788079869822,61017.75,15716.510147903913,7771.25,2104.03819574804,72,16.990193249832878,0.757925,0.0016932700497966841,494071,62085,0.12566007719538286,568,0.48617175396825396,0.13520142825719486,8.513466740108314,NA,-19.905216246773644,NA,1.8709687080145592,NA,31.058893327238057,NA,258.6875,4.857601437850026e-4,2023-07-11,Naples,2023,939610.7647458456,60437136260.799995,968668.7172076008,1741896717.6,69997508.92500001,4965413.550000001
20230711-NAPL-011,DP,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,corticated_foliose,brown,saxicolous,annual,erect,yes,NA,19,NA,0.14,0.03999999999999999,41.33852242744064,NA,0.12633333333333333,NA,3916.8250000000003,NA,3.1827932960893857,NA,0.66,NA,16.5,NA,25,NA,31334.600000000002,NA,9845,NA,6000,NA,758,NA,8,NA,0.7247,0.005513720260505711,6406,825,0.1287855135810178,9,1.7309439999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.421052631578945,0.0029659694036840464,2023-07-11,Naples,2023,35251.425,200729447.60000002,34104.28100263853,63067070,105699,160150
20230711-NAPL-012,GR,Gelidium spp.,corticated_macrophytes,red,saxicolous,perennial,erect,yes,NA,38,NA,1.6600000000000001,0.13066889061425055,3.3624043749421775,0.8076291026574217,0.2906343782837163,0.022213683551865083,1011.8630681818182,71.4668181662489,0.849265708604209,0.06308205316869633,2.786496265172736,0.4318451482087617,27.325,3.4996130738506888,10.325,1.7717105670321363,4955.3,2722.1285957255345,5965.475,3085.503791218705,4438.5,1842.61989659651,1206.5,445.30598094643494,4.5,2.254624876411447,0.554225,0.009504687608672971,17754,4826,0.27182606736510084,178,0.6771675892857143,0.07251616071428574,NA,NA,NA,NA,NA,NA,NA,NA,127,0.0021403627351582744,2023-07-11,Naples,2023,180111.62613636363,87976396.2,16226.963513470948,105911043.15,485128.05,183310.05
20230711-NAPL-013,BO,Bossiella orbigniana,articulated_calcareous,red,saxicolous,perennial,"erect, prostrate",yes,NA,11,NA,0.7025,0.02984736813548867,1.8289842280784532,0.025201672556523107,0.6777944642709429,0.03143775973889848,1610.0229166666675,128.40192094727982,1.0395706973261807,0.025880015860033308,0.7454197056249023,0.057326105228051365,6.75,0.35707142142714254,9.3,1.11579568022107,2877.25,1147.0482338739437,2725.575,1075.4827019955583,2293,889.3577270517565,1560.5,614.4529409699873,1.7999999999999998,0.6976149845485451,0.421,0.0039057813821472658,46923,20548,0.43790891460477804,37.2,0.14842555555555553,0.02689444444444445,NA,NA,NA,NA,NA,NA,NA,NA,1868,2.34426613814121e-4,2023-07-11,Naples,2023,59892.85250000004,135009201.75,37581.96791855605,127892155.725,316730.25,436383.9
20230711-NAPL-014,R,Rhodymenia californica,corticated_macrophytes,red,saxicolous or epiphytic,perennial,erect,yes,NA,10.5,NA,0.36,0.056174331821175726,29.35871313672922,NA,0.10166257835922594,NA,2737.7,NA,2.5141309089239385,NA,0.65625,NA,10.5,NA,16,NA,10950.8,NA,4355.7,NA,3669,NA,373,NA,4,NA,0.5055000000000001,0.007090290700826188,3669,373,0.10166257835922594,4,0.42875615384615384,NA,8.07666663492765,NA,-33.39089500832418,NA,3.48954133562837,NA,31.51315504283328,NA,35.523809523809526,0.0028618152085036794,2023-07-11,Naples,2023,10950.8,40178485.199999996,10950.8,15981063.299999999,38524.5,58704
20230711-NAPL-015,PTCA,Pterygophora californica,leathery_macrophyte,brown,saxicolous,perennial,erect,no,adult,150,NA,2.088,0.5428544360834773,23.325207352273523,3.2275458870976657,0.11955843716618347,0.005813535825476673,2078.732222985348,263.26434916033895,33.38366396588435,5.422958983354796,7.486343640020111,1.7274123608720915,97.775,29.598715484516102,13.075,2.0822163672394858,79536.425,20039.052784183477,2270.4,239.91416173289983,27434.5,4071.527180718966,3246.25,441.49412510247515,36.5,5.560275772537426,0.7457,0.0022020386824427875,474738,61985,0.1305667547152324,431,0.5845376666666667,0.12869331863819164,8.144655530768745,NA,-17.74817465709977,NA,1.77230407073923,NA,31.64324471796655,NA,413.23333333333335,3.1596375263829733e-4,2023-07-11,Naples,2023,895933.588106685,37758963331.65,1445812.9777306744,1077845155.2,46417507.95,6207199.35
20230711-NAPL-017,R,Rhodymenia californica,corticated_macrophytes,red,saxicolous or epiphytic,perennial,erect,yes,NA,17,NA,0.3025,0.013149778198382919,20.39714515907767,1.0820019867967192,0.11970832718002336,0.004106817517298026,2219.79375,218.65442540089566,3.805094094675823,0.1142428918455174,1.1730720446473872,0.14185044324914833,12.25,1.8427786989579984,10.825,1.8825403935462668,6468.125,2624.1463651300014,1749.85,765.7428011414798,2769.5,1238.59123604198,341,158.5764799710222,3.25,1.6007810593582121,0.508425,0.002585186473460689,12796,1758,0.1373866833385433,17,0.44848106060606063,0.10186439393939396,NA,NA,NA,NA,NA,NA,NA,NA,103.41176470588235,0.0013285401688027509,2023-07-11,Naples,2023,37736.493749999994,82766127.5,35858.18118965854,22391080.599999998,156751,138516.69999999998
20230711-NAPL-018,R,Rhodymenia californica,corticated_macrophytes,red,saxicolous or epiphytic,perennial,erect,yes,NA,17,NA,0.33,0.016383560438182506,20.053932914791126,0.9849030640448557,0.116943526990853,0.0030743861305083868,1956.288888888889,252.788888888889,4.23273876774949,0.35114982653727767,1.1591397849462366,0.040860215053763464,14.2,3.799999999999999,12.15,2.8499999999999996,12496.1,7385.5999999999995,2826.9500000000003,1510.3500000000001,5266,3033,606.5,338.5,6,2.9999999999999996,0.51525,0.0028413071491462318,10532,1213,0.11517280668439044,12,0.40161641711229945,0.1230999465240642,8.366026564892765,NA,-32.669186738612424,NA,2.7833900992249148,NA,29.0851710047667,NA,71.3529411764706,0.0016141283706798328,2023-07-11,Naples,2023,23475.466666666667,131608925.2,24325.420625641636,29773437.400000002,149554.4,127963.8
20230711-NAPL-019,DP,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,corticated_foliose,brown,saxicolous,annual,erect,yes,NA,29,NA,0.16333333333333333,0.024674121271818342,35.303291035886275,6.820844131199336,0.12358820568608278,0.014716956191248453,3624.182007575758,523.8591356081241,3.4370086541477685,0.10099468455038266,0.7684491087789439,0.09084875554835993,20.7,5.192622972384316,29,9.814954576223638,54312.5,27365.201046767408,16121.266666666666,8066.973064979896,12003,5801.7156083351765,1317.6666666666667,581.1919744035624,13.333333333333334,5.92546294487706,0.7204193548387097,0.005494430062031518,36009,3953,0.10977811102779861,40,1.357337,0.209117,NA,NA,NA,NA,NA,NA,NA,NA,136.31034482758622,8.053542170013053e-4,2023-07-11,Naples,2023,144967.2803030303,1955738812.5,139553.90946485844,580510691.4,745386.2999999999,1044261
20230711-NAPL-020,DP,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,corticated_foliose,brown,saxicolous,annual,erect,yes,NA,7,NA,0.1,0,44.017391304347825,NA,0.13690476190476192,NA,4049.6,NA,2.5076475323549445,NA,0.75,NA,7.5,NA,10,NA,4049.6,NA,1614.9,NA,672,NA,92,NA,1,NA,0.6133,0.06894652517229082,672,92,0.13690476190476192,1,0.962575,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.142857142857142,0.010416666666666666,2023-07-11,Naples,2023,4049.6,2721331.1999999997,4049.6,1085212.8,5040,6720
20230711-NAPL-021,PTCA,Pterygophora californica,leathery_macrophyte,brown,saxicolous,perennial,erect,no,adult,180,NA,2.1479999999999997,0.5752673912439079,21.304118950995377,3.2959910406783988,0.11785574700732178,0.006284035755360774,1913.98351029601,185.78664115803778,32.28415964923956,4.146722257491664,9.71673895134716,0.9833617060003539,109.375,8.4640785086151,11.6,1.3638181696985856,101586.875,21128.97705866579,3089,438.7761692100732,40769,7159.210687405886,4914.25,1100.8232052271912,52.25,9.040418500637383,0.744125,0.0015384755608335333,652076,78657,0.12062550990988781,789,0.7607368888888888,0.27657223508558215,8.011044150665636,NA,-18.616504117596268,NA,2.763478075134748,NA,36.909883236712346,NA,436.98333333333335,2.7604144302197906e-4,2023-07-11,Naples,2023,1510132.989623552,66242363102.5,1675718.0843284435,2014262764,71320812.5,7564081.6
20230731-CARP-001,DP,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,corticated_foliose,brown,saxicolous,annual,erect,yes,NA,27,NA,0.14333333333333334,0.012395154163756698,32.1588191242007,4.659317396258341,0.12493681787941426,0.0019339905022309383,2694.8955555555553,61.254890215464776,2.9458317118825974,0.182481595363255,1.1631284092584402,0.1578463268469706,15.166666666666666,1.5898986690282428,13.833333333333334,3.0322342331100423,7947.366666666667,2950.5060731640224,2610.5,849.9538007052696,2185,862.9646574454832,271,104.88724104166975,3,1.1547005383792517,0.7237,0.002877239257887051,13846,1897,0.13700707785642063,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.25925925925925,0.00195002166690741,2023-07-31,Carpinteria,2023,43118.328888888886,110039238.86666667,61005.27987860872,36144983,209997.66666666666,191536.33333333334
20230731-CARP-002,DU,Dictyopteris undulata,corticated_foliose,brown,saxicolous,"annual, ephemeral",erect,yes,NA,15,NA,0.1875,0.011976205040808511,30.34308149945187,1.0613342722852759,0.14556913952452352,0.004696082538834012,3659.641666666667,546.192032965513,3.3582884681687646,0.18503083682053595,0.7852069805194806,0.06896990281720787,11.75,1.8314384146529925,14.75,1.4930394055974097,12016.15,3742.3878247495054,3450.75,890.206575745203,2739,856.6590142330066,390.25,109.72645913057312,3.25,0.9464847243000456,0.674275,0.006335996825222589,19612,3006,0.15327350601672446,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.4,7.648378543748725e-4,2023-07-31,Carpinteria,2023,73192.83333333334,235660733.79999998,91211.30298735232,67676109,230441,289277
20230731-CARP-003,DU,Dictyopteris undulata,corticated_foliose,brown,saxicolous,"annual, ephemeral",erect,yes,NA,12,NA,0.14705882352941177,0.0128305104548507,30.620935565014623,5.701490342468314,0.15253696994557323,0.011990419329715946,3072.525000000003,354.33878650946696,3.426688799314421,0.18288588688847934,1.4193817878028405,0.3386195866709916,7.775,1.2598776395613451,6.75,2.333273808764558,2790.95,1466.6784750471613,777.925,367.8505773974898,687.5,369.13355758225686,105,54.74942922076905,0.8999999999999999,0.4041451884327381,0.7111071428571428,0.0031795224782536643,5180,1003,0.19362934362934364,5.6,NA,NA,8.075196957014034,NA,-19.63941386342917,NA,2.9431847420389468,NA,41.13340205829395,NA,83.58333333333333,0.0023166023166023165,2023-07-31,Carpinteria,2023,17206.140000000014,14457120.999999998,30712.798371709665,4029651.4999999995,40274.5,34965
20230731-CARP-004,DU,Dictyopteris undulata,corticated_foliose,brown,saxicolous,"annual, ephemeral",erect,yes,NA,13,NA,0.17222222222222222,0.008555246335372614,23.50917457025366,2.6460816129362628,0.16729282283984157,0.009334493999897272,2488.3425,341.9603110102837,3.0728446077266085,0.09751363891098234,1.0236605182257357,0.18787032293523906,10,1.224744871391589,11,2.6378652985574025,6424.325,3557.747024071788,2005.65,1060.4286322835057,1922,1176.1451866160062,289.25,160.30563256895664,2.25,0.9464847243000456,0.7011666666666667,0.004556262043553223,15438,2475,0.16031869413136415,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.3846153846154,8.420779893768623e-4,2023-07-31,Carpinteria,2023,37325.137500000004,99178729.35,58185.207061377805,30963224.700000003,154380,169818
20230731-CARP-005,DP,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,corticated_foliose,brown,saxicolous,annual,erect,yes,NA,22,NA,0.2,0.017939874036898094,21.03557395670375,1.2394270051063092,0.14931770382622792,0.008230220921719532,3082.244166666667,503.9194339879089,2.9672746166551036,0.22552743739410341,0.8563636363636363,0.11133054548562456,16.333333333333332,3.898005187842166,19.333333333333332,4.255715111601235,12348.433333333334,4246.286969550902,3986.8,1237.9252521860922,4223,1632.4767481754016,607.6666666666666,227.66154215804167,4.666666666666667,2.0275875100994067,0.7135172413793103,0.0038979029001316974,12669,1823,0.14389454574157393,14,NA,NA,7.719459455502529,NA,-20.66961472412402,NA,2.6301530999986893,NA,41.48503500712492,NA,82.86363636363636,0.001736522219591128,2023-07-31,Carpinteria,2023,43151.418333333335,156442301.9,38347.851323070936,50508769.2,206926.99999999997,244933.99999999997
20230731-CARP-006,BO,Bossiella orbigniana,articulated_calcareous,red,saxicolous,perennial,"erect, prostrate",yes,NA,4,NA,0.4346153846153846,0.017490487693695492,4.766056443556444,0.268319308706652,0.5156596381296531,0.027500467644778346,1428.125000000002,674.4736335036911,0.4323383737321109,0.015311415465378692,0.9166666666666667,0.0833333333333333,2.4,0.10000000000000009,2.65,0.3500000000000001,228.27500000000003,152.29296533874,512.5999999999999,333.772659655241,101.25,70.48566639159104,50.75,34.5913645293157,0.125,0.024999999999999762,0.46855172413793106,0.0075200202754444065,2538,1015,0.39992119779353824,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.75,0.0015760441292356187,2023-07-31,Carpinteria,2023,3570.312500000005,579361.9500000001,4837.547290209791,1300978.7999999998,6091.2,6725.7
20230731-CARP-007,DP,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,corticated_foliose,brown,saxicolous,annual,erect,yes,NA,20,NA,0.18,0.013764944032233701,16.316184971098266,NA,0.16450079239302695,NA,2822.7000000000003,NA,2.7484461466058647,NA,0.5909090909090909,NA,13,NA,22,NA,16936.2,NA,6162.1,NA,6310,NA,1038,NA,6,NA,0.7203333333333333,0.006938101678554501,16917,2544,0.15038127327540343,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.2,0.0011822427144292723,2023-07-31,Carpinteria,2023,45163.200000000004,286509695.40000004,41508.37456647399,104244245.7,219921,372174
20230731-CARP-008,BO,Bossiella orbigniana,articulated_calcareous,red,saxicolous,perennial,"erect, prostrate",yes,NA,4,NA,0.44,0.047850341403314914,4.083468166540382,0.517546871473452,0.5010152299954518,0.0393791965616191,2182.000000000005,378.42590644229085,0.8920901853456968,0.03728166795889691,1.2771607702642185,0.2749832375396607,3.625,0.34247870980057515,3.025,0.3092329219213245,248.05,18.893495353339645,278.375,18.13024062167957,129.75,20.45065198634671,63,7.176350047203662,0.125,0.025000000000000362,0.41572,0.01236736565859251,3027,1027,0.3392798149983482,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.75,0.0013214403700033035,2023-07-31,Carpinteria,2023,5455.000000000013,750847.35,4193.721807036973,842641.125,10972.875,9156.675
20230731-CARP-009,DP,Dictyota binghamiae; Dictyota flabellata; Dictyota coriacea,corticated_foliose,brown,saxicolous,annual,erect,yes,NA,18,NA,0.16,0.014060624076664852,27.378935742906332,0.813183137011504,0.13331861328173333,0.01489697037027303,3725.9695238095237,108.25459794584808,2.4426281433837853,0.03411549883542587,0.6120684189838589,0.035432892775410375,13,3.0138568866708546,20.9,4.2594991880892925,16526.6,6925.371447799749,6688.766666666666,2761.718540651414,4938.333333333333,2181.304833758404,594,239.72484226712928,4.333333333333333,1.7638342073763937,0.7105666666666667,0.0037846281140537187,14815,1782,0.1202834964562943,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,0.0012149848126898413,2023-07-31,Carpinteria,2023,48437.60380952381,244841578.99999997,48789.263493859085,99094078.16666666,192595,309633.5
