specimen_ID,subsample_ID,date_collected,site,sp_code,needs_check,number_subsamples,notes,type,lifestage,reorg_notes,year
20220428-AQUE-001,20220428-AQUE-001-E,2022-04-28,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220428-AQUE-001,20220428-AQUE-001-F,2022-04-28,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220428-AQUE-001,20220428-AQUE-001-G,2022-04-28,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220428-AQUE-001,20220428-AQUE-001-H,2022-04-28,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220428-AQUE-001,20220428-AQUE-001-I,2022-04-28,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220428-AQUE-001,20220428-AQUE-001-J,2022-04-28,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220428-AQUE-001,20220428-AQUE-001-K,2022-04-28,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220428-AQUE-001,20220428-AQUE-001-L,2022-04-28,Arroyo Quemado,PTCA,NA,13,NA,small thalli,adult,NA,2022
20220428-AQUE-001,20220428-AQUE-001-M,2022-04-28,Arroyo Quemado,PTCA,NA,13,NA,stipe,adult,NA,2022
20220503-AQUE-001,20220503-AQUE-001-A,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-001,20220503-AQUE-001-B,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-001,20220503-AQUE-001-C,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-001,20220503-AQUE-001-D,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-001,20220503-AQUE-001-E,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-001,20220503-AQUE-001-F,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-001,20220503-AQUE-001-G,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,remainder,NA,NA,2022
20220503-AQUE-002,20220503-AQUE-002-A,2022-05-03,Arroyo Quemado,CYOS,NA,9,NA,thallus,NA,NA,2022
20220503-AQUE-002,20220503-AQUE-002-B,2022-05-03,Arroyo Quemado,CYOS,NA,9,NA,thallus,NA,NA,2022
20220503-AQUE-002,20220503-AQUE-002-C,2022-05-03,Arroyo Quemado,CYOS,NA,9,NA,thallus,NA,NA,2022
20220503-AQUE-002,20220503-AQUE-002-D,2022-05-03,Arroyo Quemado,CYOS,NA,9,NA,thallus,NA,NA,2022
20220503-AQUE-002,20220503-AQUE-002-E,2022-05-03,Arroyo Quemado,CYOS,NA,9,NA,thallus,NA,NA,2022
20220503-AQUE-002,20220503-AQUE-002-F,2022-05-03,Arroyo Quemado,CYOS,NA,9,NA,thallus,NA,NA,2022
20220503-AQUE-002,20220503-AQUE-002-G,2022-05-03,Arroyo Quemado,CYOS,NA,9,NA,thallus,NA,NA,2022
20220503-AQUE-002,20220503-AQUE-002-H,2022-05-03,Arroyo Quemado,CYOS,NA,9,NA,thallus,NA,NA,2022
20220503-AQUE-002,20220503-AQUE-002-I,2022-05-03,Arroyo Quemado,CYOS,NA,9,NA,remainder,NA,NA,2022
20220503-AQUE-003,20220503-AQUE-003-A,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-003,20220503-AQUE-003-B,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-003,20220503-AQUE-003-C,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-003,20220503-AQUE-003-D,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-003,20220503-AQUE-003-E,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-003,20220503-AQUE-003-F,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-003,20220503-AQUE-003-G,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,remainder,NA,NA,2022
20220503-AQUE-004,20220503-AQUE-004-A,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-004,20220503-AQUE-004-B,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-004,20220503-AQUE-004-C,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-004,20220503-AQUE-004-D,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-004,20220503-AQUE-004-E,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-004,20220503-AQUE-004-F,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-004,20220503-AQUE-004-G,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,remainder,NA,NA,2022
20220503-AQUE-005,20220503-AQUE-005-A,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-005,20220503-AQUE-005-B,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-005,20220503-AQUE-005-C,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-005,20220503-AQUE-005-D,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-005,20220503-AQUE-005-E,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-005,20220503-AQUE-005-F,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-005,20220503-AQUE-005-G,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,remainder,NA,NA,2022
20220503-AQUE-006,20220503-AQUE-006-A,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-006,20220503-AQUE-006-B,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-006,20220503-AQUE-006-C,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-006,20220503-AQUE-006-D,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-006,20220503-AQUE-006-E,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-006,20220503-AQUE-006-F,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,thallus,NA,NA,2022
20220503-AQUE-006,20220503-AQUE-006-G,2022-05-03,Arroyo Quemado,CYOS,NA,7,NA,remainder,NA,NA,2022
20220503-AQUE-007,20220503-AQUE-007-A,2022-05-03,Arroyo Quemado,CYOS,NA,6,NA,thallus,NA,NA,2022
20220503-AQUE-007,20220503-AQUE-007-B,2022-05-03,Arroyo Quemado,CYOS,NA,6,NA,thallus,NA,NA,2022
20220503-AQUE-007,20220503-AQUE-007-C,2022-05-03,Arroyo Quemado,CYOS,NA,6,NA,thallus,NA,NA,2022
20220503-AQUE-007,20220503-AQUE-007-D,2022-05-03,Arroyo Quemado,CYOS,NA,6,NA,thallus,NA,NA,2022
20220503-AQUE-007,20220503-AQUE-007-E,2022-05-03,Arroyo Quemado,CYOS,NA,6,NA,thallus,NA,NA,2022
20220503-AQUE-007,20220503-AQUE-007-F,2022-05-03,Arroyo Quemado,CYOS,NA,6,NA,remainder,NA,NA,2022
20220503-AQUE-008,20220503-AQUE-008-A,2022-05-03,Arroyo Quemado,DL,NA,6,NA,thallus,NA,NA,2022
20220503-AQUE-008,20220503-AQUE-008-B,2022-05-03,Arroyo Quemado,DL,NA,6,NA,thallus,NA,NA,2022
20220503-AQUE-008,20220503-AQUE-008-C,2022-05-03,Arroyo Quemado,DL,NA,6,NA,thallus,NA,NA,2022
20220503-AQUE-008,20220503-AQUE-008-D,2022-05-03,Arroyo Quemado,DL,NA,6,potentially not DL?,small thalli,NA,NA,2022
20220503-AQUE-008,20220503-AQUE-008-E,2022-05-03,Arroyo Quemado,DL,NA,6,potentially not DL?,small thalli,NA,NA,2022
20220503-AQUE-008,20220503-AQUE-008-F,2022-05-03,Arroyo Quemado,DL,NA,6,NA,holdfast,NA,NA,2022
20220503-AQUE-009,20220503-AQUE-009-A,2022-05-03,Arroyo Quemado,DL,NA,3,ABC split into 3 sections but all one thallus,thallus,NA,NA,2022
20220503-AQUE-009,20220503-AQUE-009-B,2022-05-03,Arroyo Quemado,DL,NA,3,ABC split into 3 sections but all one thallus,thallus,NA,NA,2022
20220503-AQUE-009,20220503-AQUE-009-C,2022-05-03,Arroyo Quemado,DL,NA,3,ABC split into 3 sections but all one thallus,thallus,NA,NA,2022
20220712-AQUE-001,20220712-AQUE-001-A,2022-07-12,Arroyo Quemado,DL,NA,7,NA,thallus,NA,NA,2022
20220712-AQUE-001,20220712-AQUE-001-B,2022-07-12,Arroyo Quemado,DL,NA,7,NA,thallus,NA,NA,2022
20220712-AQUE-001,20220712-AQUE-001-C,2022-07-12,Arroyo Quemado,DL,NA,7,NA,thallus,NA,NA,2022
20220712-AQUE-001,20220712-AQUE-001-D,2022-07-12,Arroyo Quemado,DL,NA,7,NA,thallus,NA,NA,2022
20220712-AQUE-001,20220712-AQUE-001-E,2022-07-12,Arroyo Quemado,DL,NA,7,NA,thallus,NA,NA,2022
20220712-AQUE-001,20220712-AQUE-001-F,2022-07-12,Arroyo Quemado,DL,NA,7,NA,thallus,NA,NA,2022
20220712-AQUE-001,20220712-AQUE-001-G,2022-07-12,Arroyo Quemado,DL,NA,7,NA,remainder,NA,NA,2022
20220719-NAPL-001,20220719-NAPL-001-A,2022-07-19,Naples,CC,NA,4,NA,thallus,NA,NA,2022
20220719-NAPL-001,20220719-NAPL-001-B,2022-07-19,Naples,CC,NA,4,NA,thallus,NA,NA,2022
20220719-NAPL-001,20220719-NAPL-001-C,2022-07-19,Naples,CC,NA,4,NA,thallus,NA,NA,2022
20220719-NAPL-001,20220719-NAPL-001-D,2022-07-19,Naples,CC,NA,4,NA,thallus,NA,NA,2022
20220719-NAPL-002,20220719-NAPL-002-A,2022-07-19,Naples,R,yes,1,NA,thallus,NA,NA,2022
20220719-NAPL-002,20220719-NAPL-002-B,2022-07-19,Naples,R,yes,2,NA,thallus,NA,NA,2022
20220719-NAPL-003,20220719-NAPL-003-A,2022-07-19,Naples,CO,NA,6,NA,thallus,NA,NA,2022
20220719-NAPL-003,20220719-NAPL-003-B,2022-07-19,Naples,CO,NA,6,NA,thallus,NA,NA,2022
20220719-NAPL-003,20220719-NAPL-003-C,2022-07-19,Naples,CO,NA,6,NA,thallus,NA,NA,2022
20220719-NAPL-003,20220719-NAPL-003-D,2022-07-19,Naples,CO,NA,6,NA,thallus,NA,NA,2022
20220719-NAPL-003,20220719-NAPL-003-E,2022-07-19,Naples,CO,NA,6,NA,thallus,NA,NA,2022
20220719-NAPL-003,20220719-NAPL-003-F,2022-07-19,Naples,CO,NA,6,NA,remainder,NA,NA,2022
20220719-NAPL-004,20220719-NAPL-004-A,2022-07-19,Naples,CF,yes,6,NA,thallus,NA,NA,2022
20220719-NAPL-004,20220719-NAPL-004-B,2022-07-19,Naples,CF,yes,6,NA,thallus,NA,NA,2022
20220719-NAPL-004,20220719-NAPL-004-C,2022-07-19,Naples,CF,yes,6,NA,thallus,NA,NA,2022
20220719-NAPL-004,20220719-NAPL-004-D,2022-07-19,Naples,CF,yes,6,NA,thallus,NA,NA,2022
20220719-NAPL-004,20220719-NAPL-004-E,2022-07-19,Naples,CF,yes,6,NA,thallus,NA,NA,2022
20220719-NAPL-004,20220719-NAPL-004-F,2022-07-19,Naples,CF,yes,6,NA,remainder,NA,NA,2022
20220719-NAPL-005,20220719-NAPL-005-A,2022-07-19,Naples,CF,yes,6,NA,thallus,NA,NA,2022
20220719-NAPL-005,20220719-NAPL-005-B,2022-07-19,Naples,CF,yes,6,NA,thallus,NA,NA,2022
20220719-NAPL-005,20220719-NAPL-005-C,2022-07-19,Naples,CF,yes,6,NA,thallus,NA,NA,2022
20220719-NAPL-005,20220719-NAPL-005-D,2022-07-19,Naples,CF,yes,6,NA,thallus,NA,NA,2022
20220719-NAPL-005,20220719-NAPL-005-E,2022-07-19,Naples,CF,yes,6,NA,thallus,NA,NA,2022
20220719-NAPL-005,20220719-NAPL-005-F,2022-07-19,Naples,CF,yes,6,NA,remainder,NA,NA,2022
20220719-NAPL-006,20220719-NAPL-006-A,2022-07-19,Naples,NA,yes,3,NA,thallus,NA,NA,2022
20220719-NAPL-006,20220719-NAPL-006-B,2022-07-19,Naples,NA,yes,3,NA,thallus,NA,NA,2022
20220719-NAPL-006,20220719-NAPL-006-C,2022-07-19,Naples,NA,yes,3,NA,thallus,NA,NA,2022
20220719-NAPL-007,20220719-NAPL-007-A,2022-07-19,Naples,PTCA,NA,11,NA,thallus,adult,NA,2022
20220719-NAPL-007,20220719-NAPL-007-B,2022-07-19,Naples,PTCA,NA,11,NA,thallus,adult,NA,2022
20220719-NAPL-007,20220719-NAPL-007-C,2022-07-19,Naples,PTCA,NA,11,NA,thallus,adult,NA,2022
20220719-NAPL-007,20220719-NAPL-007-D,2022-07-19,Naples,PTCA,NA,11,NA,thallus,adult,NA,2022
20220719-NAPL-007,20220719-NAPL-007-E,2022-07-19,Naples,PTCA,NA,11,NA,thallus,adult,NA,2022
20220719-NAPL-007,20220719-NAPL-007-F,2022-07-19,Naples,PTCA,NA,11,NA,thallus,adult,NA,2022
20220719-NAPL-007,20220719-NAPL-007-G,2022-07-19,Naples,PTCA,NA,11,NA,thallus,adult,NA,2022
20220719-NAPL-007,20220719-NAPL-007-H,2022-07-19,Naples,PTCA,NA,11,NA,thallus,adult,NA,2022
20220719-NAPL-007,20220719-NAPL-007-I,2022-07-19,Naples,PTCA,NA,11,NA,small thalli,adult,NA,2022
20220719-NAPL-007,20220719-NAPL-007-J,2022-07-19,Naples,PTCA,NA,11,NA,stipe,adult,NA,2022
20220719-NAPL-007,20220719-NAPL-007-K,2022-07-19,Naples,PTCA,NA,11,NA,holdfast,adult,NA,2022
20220719-NAPL-008,20220719-NAPL-008-A,2022-07-19,Naples,CC,NA,3,NA,thallus,NA,NA,2022
20220719-NAPL-008,20220719-NAPL-008-B,2022-07-19,Naples,CC,NA,3,NA,thallus,NA,NA,2022
20220719-NAPL-008,20220719-NAPL-008-C,2022-07-19,Naples,CC,NA,3,NA,thallus,NA,NA,2022
20220719-NAPL-009,20220719-NAPL-009-A,2022-07-19,Naples,NA,yes,1,NA,whole,NA,NA,2022
20220719-NAPL-010,20220719-NAPL-010-A,2022-07-19,Naples,CC,NA,2,NA,thallus,NA,NA,2022
20220719-NAPL-010,20220719-NAPL-010-B,2022-07-19,Naples,CC,NA,2,NA,thallus,NA,NA,2022
20220719-NAPL-011,20220719-NAPL-011-A,2022-07-19,Naples,GR,NA,5,NA,thallus,NA,NA,2022
20220719-NAPL-011,20220719-NAPL-011-B,2022-07-19,Naples,GR,NA,5,NA,thallus,NA,NA,2022
20220719-NAPL-011,20220719-NAPL-011-C,2022-07-19,Naples,GR,NA,5,NA,thallus,NA,NA,2022
20220719-NAPL-011,20220719-NAPL-011-D,2022-07-19,Naples,GR,NA,5,NA,thallus,NA,NA,2022
20220719-NAPL-011,20220719-NAPL-011-E,2022-07-19,Naples,GR,NA,5,NA,remainder,NA,NA,2022
20220719-NAPL-012,20220719-NAPL-012-A,2022-07-19,Naples,CO,NA,7,NA,thallus,NA,NA,2022
20220719-NAPL-012,20220719-NAPL-012-B,2022-07-19,Naples,CO,NA,7,NA,thallus,NA,NA,2022
20220719-NAPL-012,20220719-NAPL-012-C,2022-07-19,Naples,CO,NA,7,NA,thallus,NA,NA,2022
20220719-NAPL-012,20220719-NAPL-012-D,2022-07-19,Naples,CO,NA,7,NA,thallus,NA,NA,2022
20220719-NAPL-012,20220719-NAPL-012-E,2022-07-19,Naples,CO,NA,7,NA,thallus,NA,NA,2022
20220719-NAPL-012,20220719-NAPL-012-F,2022-07-19,Naples,CO,NA,7,NA,thallus,NA,NA,2022
20220719-NAPL-012,20220719-NAPL-012-G,2022-07-19,Naples,CO,NA,7,NA,remainder,NA,NA,2022
20220719-NAPL-013,20220719-NAPL-013-A,2022-07-19,Naples,NA,NA,3,NA,thallus,NA,NA,2022
20220719-NAPL-013,20220719-NAPL-013-B,2022-07-19,Naples,NA,NA,3,NA,thallus,NA,NA,2022
20220719-NAPL-013,20220719-NAPL-013-C,2022-07-19,Naples,NA,NA,3,NA,thallus,NA,NA,2022
20220719-NAPL-014,20220719-NAPL-014-A,2022-07-19,Naples,CC,NA,3,NA,thallus,NA,NA,2022
20220719-NAPL-014,20220719-NAPL-014-B,2022-07-19,Naples,CC,NA,3,NA,thallus,NA,NA,2022
20220719-NAPL-014,20220719-NAPL-014-C,2022-07-19,Naples,CC,NA,3,NA,thallus,NA,NA,2022
20220719-NAPL-015,20220719-NAPL-015-A,2022-07-19,Naples,CC,NA,1,NA,whole,NA,NA,2022
20220719-NAPL-016,20220719-NAPL-016-A,2022-07-19,Naples,GR,NA,6,NA,thallus,NA,NA,2022
20220719-NAPL-016,20220719-NAPL-016-B,2022-07-19,Naples,GR,NA,6,NA,thallus,NA,NA,2022
20220719-NAPL-016,20220719-NAPL-016-C,2022-07-19,Naples,GR,NA,6,NA,thallus,NA,NA,2022
20220719-NAPL-016,20220719-NAPL-016-D,2022-07-19,Naples,GR,NA,6,NA,thallus,NA,NA,2022
20220719-NAPL-016,20220719-NAPL-016-E,2022-07-19,Naples,GR,NA,6,NA,thallus,NA,NA,2022
20220719-NAPL-016,20220719-NAPL-016-F,2022-07-19,Naples,GR,NA,6,NA,remainder,NA,NA,2022
20220719-NAPL-017,20220719-NAPL-017-A,2022-07-19,Naples,CC,NA,4,NA,thallus,NA,NA,2022
20220719-NAPL-017,20220719-NAPL-017-B,2022-07-19,Naples,CC,NA,4,NA,thallus,NA,NA,2022
20220719-NAPL-017,20220719-NAPL-017-C,2022-07-19,Naples,CC,NA,4,NA,thallus,NA,NA,2022
20220719-NAPL-017,20220719-NAPL-017-D,2022-07-19,Naples,CC,NA,4,NA,thallus,NA,NA,2022
20220719-NAPL-018,20220719-NAPL-018-A,2022-07-19,Naples,CC,NA,4,NA,thallus,NA,NA,2022
20220719-NAPL-018,20220719-NAPL-018-B,2022-07-19,Naples,CC,NA,4,NA,thallus,NA,NA,2022
20220719-NAPL-018,20220719-NAPL-018-C,2022-07-19,Naples,CC,NA,4,NA,thallus,NA,NA,2022
20220719-NAPL-018,20220719-NAPL-018-D,2022-07-19,Naples,CC,NA,4,NA,remainder,NA,NA,2022
20220719-NAPL-019,20220719-NAPL-019-A,2022-07-19,Naples,LAFA,NA,2,NA,thallus,adult,NA,2022
20220719-NAPL-019,20220719-NAPL-019-B,2022-07-19,Naples,LAFA,NA,2,NA,holdfast,adult,NA,2022
20220719-NAPL-020,20220719-NAPL-020-A,2022-07-19,Naples,PTCA,NA,13,NA,thallus,adult,NA,2022
20220719-NAPL-020,20220719-NAPL-020-B,2022-07-19,Naples,PTCA,NA,13,NA,thallus,adult,NA,2022
20220719-NAPL-020,20220719-NAPL-020-C,2022-07-19,Naples,PTCA,NA,13,NA,thallus,adult,NA,2022
20220719-NAPL-020,20220719-NAPL-020-D,2022-07-19,Naples,PTCA,NA,13,NA,thallus,adult,NA,2022
20220719-NAPL-020,20220719-NAPL-020-E,2022-07-19,Naples,PTCA,NA,13,NA,thallus,adult,NA,2022
20220719-NAPL-020,20220719-NAPL-020-F,2022-07-19,Naples,PTCA,NA,13,NA,thallus,adult,NA,2022
20220719-NAPL-020,20220719-NAPL-020-G,2022-07-19,Naples,PTCA,NA,13,NA,thallus,adult,NA,2022
20220719-NAPL-020,20220719-NAPL-020-H,2022-07-19,Naples,PTCA,NA,13,NA,thallus,adult,NA,2022
20220719-NAPL-020,20220719-NAPL-020-I,2022-07-19,Naples,PTCA,NA,13,NA,thallus,adult,NA,2022
20220719-NAPL-020,20220719-NAPL-020-J,2022-07-19,Naples,PTCA,NA,13,NA,thallus,adult,NA,2022
20220719-NAPL-020,20220719-NAPL-020-K,2022-07-19,Naples,PTCA,NA,13,NA,small thalli,adult,NA,2022
20220719-NAPL-020,20220719-NAPL-020-L,2022-07-19,Naples,PTCA,NA,13,NA,stipe,adult,NA,2022
20220719-NAPL-020,20220719-NAPL-020-M,2022-07-19,Naples,PTCA,NA,13,NA,holdfast,adult,NA,2022
20220719-NAPL-020,20220719-NAPL-020-N,2022-07-19,Naples,PTCA,NA,13,NA,thallus,adult,NA,2022
20220719-NAPL-021,20220719-NAPL-021-A,2022-07-19,Naples,PTCA,NA,8,NA,thallus,adult,NA,2022
20220719-NAPL-021,20220719-NAPL-021-B,2022-07-19,Naples,PTCA,NA,8,NA,thallus,adult,NA,2022
20220719-NAPL-021,20220719-NAPL-021-C,2022-07-19,Naples,PTCA,NA,8,NA,thallus,adult,NA,2022
20220719-NAPL-021,20220719-NAPL-021-D,2022-07-19,Naples,PTCA,NA,8,NA,thallus,adult,NA,2022
20220719-NAPL-021,20220719-NAPL-021-E,2022-07-19,Naples,PTCA,NA,8,NA,thallus,adult,NA,2022
20220719-NAPL-021,20220719-NAPL-021-F,2022-07-19,Naples,PTCA,NA,8,NA,thalli,adult,NA,2022
20220719-NAPL-021,20220719-NAPL-021-G,2022-07-19,Naples,PTCA,NA,8,NA,stipe,adult,NA,2022
20220719-NAPL-021,20220719-NAPL-021-H,2022-07-19,Naples,PTCA,NA,8,NA,holdfast,adult,NA,2022
20220721-NAPL-001,20220721-NAPL-001-A,2022-07-21,Naples,CO,yes,6,NA,thallus,NA,NA,2022
20220721-NAPL-001,20220721-NAPL-001-B,2022-07-21,Naples,CO,yes,6,NA,thallus,NA,NA,2022
20220721-NAPL-001,20220721-NAPL-001-C,2022-07-21,Naples,CO,yes,6,NA,thallus,NA,NA,2022
20220721-NAPL-001,20220721-NAPL-001-D,2022-07-21,Naples,CO,yes,6,NA,thallus,NA,NA,2022
20220721-NAPL-001,20220721-NAPL-001-E,2022-07-21,Naples,CO,yes,6,NA,thallus,NA,NA,2022
20220721-NAPL-001,20220721-NAPL-001-F,2022-07-21,Naples,CO,yes,6,NA,remainder,NA,NA,2022
20220721-NAPL-002,20220721-NAPL-002-A,2022-07-21,Naples,CO,yes,6,NA,thallus,NA,NA,2022
20220721-NAPL-002,20220721-NAPL-002-B,2022-07-21,Naples,CO,yes,6,NA,thallus,NA,NA,2022
20220721-NAPL-002,20220721-NAPL-002-C,2022-07-21,Naples,CO,yes,6,NA,thallus,NA,NA,2022
20220721-NAPL-002,20220721-NAPL-002-D,2022-07-21,Naples,CO,yes,6,NA,thallus,NA,NA,2022
20220721-NAPL-002,20220721-NAPL-002-E,2022-07-21,Naples,CO,yes,6,NA,thallus,NA,NA,2022
20220721-NAPL-002,20220721-NAPL-002-F,2022-07-21,Naples,CO,yes,6,NA,remainder,NA,NA,2022
20220721-NAPL-003,20220721-NAPL-003-A,2022-07-21,Naples,GR,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-003,20220721-NAPL-003-B,2022-07-21,Naples,GR,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-003,20220721-NAPL-003-C,2022-07-21,Naples,GR,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-003,20220721-NAPL-003-D,2022-07-21,Naples,GR,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-003,20220721-NAPL-003-E,2022-07-21,Naples,GR,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-003,20220721-NAPL-003-F,2022-07-21,Naples,GR,NA,6,NA,remainder,NA,NA,2022
20220721-NAPL-004,20220721-NAPL-004-A,2022-07-21,Naples,LAFA,NA,3,NA,thallus,NA,NA,2022
20220721-NAPL-004,20220721-NAPL-004-B,2022-07-21,Naples,LAFA,NA,3,NA,stipe,NA,NA,2022
20220721-NAPL-004,20220721-NAPL-004-C,2022-07-21,Naples,LAFA,NA,3,NA,holdfast,NA,NA,2022
20220721-NAPL-005,20220721-NAPL-005-A,2022-07-21,Naples,GR,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-005,20220721-NAPL-005-B,2022-07-21,Naples,GR,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-005,20220721-NAPL-005-C,2022-07-21,Naples,GR,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-005,20220721-NAPL-005-D,2022-07-21,Naples,GR,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-005,20220721-NAPL-005-E,2022-07-21,Naples,GR,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-005,20220721-NAPL-005-F,2022-07-21,Naples,GR,NA,6,NA,remainder,NA,NA,2022
20220721-NAPL-006,20220721-NAPL-006-A,2022-07-21,Naples,CYOS,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-006,20220721-NAPL-006-B,2022-07-21,Naples,CYOS,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-006,20220721-NAPL-006-C,2022-07-21,Naples,CYOS,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-006,20220721-NAPL-006-D,2022-07-21,Naples,CYOS,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-006,20220721-NAPL-006-E,2022-07-21,Naples,CYOS,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-006,20220721-NAPL-006-F,2022-07-21,Naples,CYOS,NA,6,NA,remainder,NA,NA,2022
20220721-NAPL-007,20220721-NAPL-007-A,2022-07-21,Naples,LAFA,NA,3,NA,thallus,NA,NA,2022
20220721-NAPL-007,20220721-NAPL-007-B,2022-07-21,Naples,LAFA,NA,3,NA,stipe,NA,NA,2022
20220721-NAPL-007,20220721-NAPL-007-C,2022-07-21,Naples,LAFA,NA,3,NA,holdfast,NA,NA,2022
20220721-NAPL-008,20220721-NAPL-008-A,2022-07-21,Naples,LAFA,NA,3,NA,thallus,NA,NA,2022
20220721-NAPL-008,20220721-NAPL-008-B,2022-07-21,Naples,LAFA,NA,3,NA,stipe,NA,NA,2022
20220721-NAPL-008,20220721-NAPL-008-C,2022-07-21,Naples,LAFA,NA,3,NA,holdfast,NA,NA,2022
20220721-NAPL-009,20220721-NAPL-009-A,2022-07-21,Naples,LAFA,NA,3,NA,thallus,NA,NA,2022
20220721-NAPL-009,20220721-NAPL-009-B,2022-07-21,Naples,LAFA,NA,3,NA,stipe,NA,NA,2022
20220721-NAPL-009,20220721-NAPL-009-C,2022-07-21,Naples,LAFA,NA,3,NA,holdfast,NA,NA,2022
20220721-NAPL-010,20220721-NAPL-010-A,2022-07-21,Naples,CYOS,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-010,20220721-NAPL-010-B,2022-07-21,Naples,CYOS,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-010,20220721-NAPL-010-C,2022-07-21,Naples,CYOS,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-010,20220721-NAPL-010-D,2022-07-21,Naples,CYOS,NA,6,NA,thallus,NA,NA,2022
20220721-NAPL-010,20220721-NAPL-010-E,2022-07-21,Naples,CYOS,NA,6,NA,thallus,NA,NA,2022
