specimen_ID,subsample_ID,date_collected,site,sp_code,needs_check,number_subsamples,notes,type,lifestage,reorg_notes,year
20210630-MOHK-013,20210630-MOHK-013-A,2021-06-30,Mohawk,LAFA,NA,3,NA,thallus,NA,NA,2021
20210630-MOHK-013,20210630-MOHK-013-B,2021-06-30,Mohawk,LAFA,NA,3,NA,stipe,NA,NA,2021
20210630-MOHK-013,20210630-MOHK-013-C,2021-06-30,Mohawk,LAFA,NA,3,NA,holdfast,NA,NA,2021
20210630-MOHK-014,20210630-MOHK-014-A,2021-06-30,Mohawk,LAFA,NA,3,NA,thallus,NA,NA,2021
20210630-MOHK-014,20210630-MOHK-014-B,2021-06-30,Mohawk,LAFA,NA,3,NA,stipe,NA,NA,2021
20210630-MOHK-014,20210630-MOHK-014-C,2021-06-30,Mohawk,LAFA,NA,3,NA,holdfast,NA,NA,2021
20210630-MOHK-015,20210630-MOHK-015-A,2021-06-30,Mohawk,LAFA,NA,3,NA,thallus,NA,NA,2021
20210630-MOHK-015,20210630-MOHK-015-B,2021-06-30,Mohawk,LAFA,NA,3,NA,stipe,NA,NA,2021
20210630-MOHK-015,20210630-MOHK-015-C,2021-06-30,Mohawk,LAFA,NA,3,NA,holdfast,NA,NA,2021
20210630-MOHK-016,20210630-MOHK-016-A,2021-06-30,Mohawk,LAFA,NA,3,NA,thallus,NA,NA,2021
20210630-MOHK-016,20210630-MOHK-016-B,2021-06-30,Mohawk,LAFA,NA,3,NA,stipe,NA,NA,2021
20210630-MOHK-016,20210630-MOHK-016-C,2021-06-30,Mohawk,LAFA,NA,3,NA,holdfast,NA,NA,2021
20210630-MOHK-017,20210630-MOHK-017-A,2021-06-30,Mohawk,LAFA,NA,3,NA,thallus,NA,NA,2021
20210630-MOHK-017,20210630-MOHK-017-B,2021-06-30,Mohawk,LAFA,NA,3,NA,stipe,NA,NA,2021
20210630-MOHK-017,20210630-MOHK-017-C,2021-06-30,Mohawk,LAFA,NA,3,NA,holdfast,NA,NA,2021
20210630-MOHK-018,20210630-MOHK-018-A,2021-06-30,Mohawk,LAFA,NA,2,NA,thallus,NA,NA,2021
20210630-MOHK-018,20210630-MOHK-018-B,2021-06-30,Mohawk,LAFA,NA,2,NA,stipe,NA,NA,2021
20210630-MOHK-019,20210630-MOHK-019-A,2021-06-30,Mohawk,LAFA,NA,2,NA,thallus,NA,NA,2021
20210630-MOHK-019,20210630-MOHK-019-B,2021-06-30,Mohawk,LAFA,NA,2,NA,stipe,NA,NA,2021
20210630-MOHK-020,20210630-MOHK-020-A,2021-06-30,Mohawk,LAFA,NA,2,NA,thallus,NA,NA,2021
20210630-MOHK-020,20210630-MOHK-020-B,2021-06-30,Mohawk,LAFA,NA,2,NA,stipe,NA,NA,2021
20210630-MOHK-021,20210630-MOHK-021-A,2021-06-30,Mohawk,LAFA,NA,2,NA,thallus,NA,NA,2021
20210630-MOHK-021,20210630-MOHK-021-B,2021-06-30,Mohawk,LAFA,NA,2,NA,stipe,NA,NA,2021
20210630-MOHK-022,20210630-MOHK-022-A,2021-06-30,Mohawk,DP,NA,1,NA,whole,NA,NA,2021
20210630-MOHK-023,20210630-MOHK-023-A,2021-06-30,Mohawk,DP,NA,1,NA,whole,NA,NA,2021
20210630-MOHK-024,20210630-MOHK-024-A,2021-06-30,Mohawk,DP,NA,2,NA,thallus,NA,NA,2021
20210630-MOHK-024,20210630-MOHK-024-B,2021-06-30,Mohawk,DP,NA,2,NA,thallus,NA,NA,2021
20210630-MOHK-025,20210630-MOHK-025-A,2021-06-30,Mohawk,DP,NA,1,NA,whole,NA,NA,2021
20210630-MOHK-026,20210630-MOHK-026-A,2021-06-30,Mohawk,DP,NA,1,NA,whole,NA,NA,2021
20210630-MOHK-027,20210630-MOHK-027-A,2021-06-30,Mohawk,DP,NA,1,NA,whole,NA,NA,2021
20210630-MOHK-028,20210630-MOHK-028-A,2021-06-30,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210630-MOHK-028,20210630-MOHK-028-B,2021-06-30,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210630-MOHK-028,20210630-MOHK-028-C,2021-06-30,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210630-MOHK-029,20210630-MOHK-029-A,2021-06-30,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210630-MOHK-029,20210630-MOHK-029-B,2021-06-30,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210630-MOHK-029,20210630-MOHK-029-C,2021-06-30,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210630-MOHK-030,20210630-MOHK-030-A,2021-06-30,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210630-MOHK-030,20210630-MOHK-030-B,2021-06-30,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210630-MOHK-030,20210630-MOHK-030-C,2021-06-30,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210630-MOHK-031,20210630-MOHK-031-A,2021-06-30,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210630-MOHK-031,20210630-MOHK-031-B,2021-06-30,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210630-MOHK-031,20210630-MOHK-031-C,2021-06-30,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210630-MOHK-032,20210630-MOHK-032-A,2021-06-30,Mohawk,CC,NA,1,NA,whole,NA,NA,2021
20210630-MOHK-033,20210630-MOHK-033-A,2021-06-30,Mohawk,CC,NA,1,NA,whole,NA,NA,2021
20210630-MOHK-034,20210630-MOHK-034-A,2021-06-30,Mohawk,CC,NA,1,NA,whole,NA,NA,2021
20210630-MOHK-035,20210630-MOHK-035-A,2021-06-30,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210630-MOHK-035,20210630-MOHK-035-B,2021-06-30,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210630-MOHK-035,20210630-MOHK-035-C,2021-06-30,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210630-MOHK-036,20210630-MOHK-036-A,2021-06-30,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210630-MOHK-036,20210630-MOHK-036-B,2021-06-30,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210630-MOHK-036,20210630-MOHK-036-C,2021-06-30,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210630-MOHK-037,20210630-MOHK-037-A,2021-06-30,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210630-MOHK-037,20210630-MOHK-037-B,2021-06-30,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210630-MOHK-037,20210630-MOHK-037-C,2021-06-30,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210630-MOHK-038,20210630-MOHK-038-A,2021-06-30,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210630-MOHK-038,20210630-MOHK-038-B,2021-06-30,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210630-MOHK-038,20210630-MOHK-038-C,2021-06-30,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210630-MOHK-039,20210630-MOHK-039-A,2021-06-30,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210630-MOHK-039,20210630-MOHK-039-B,2021-06-30,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210630-MOHK-039,20210630-MOHK-039-C,2021-06-30,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210630-MOHK-040,20210630-MOHK-040-A,2021-06-30,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210630-MOHK-040,20210630-MOHK-040-B,2021-06-30,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210630-MOHK-040,20210630-MOHK-040-C,2021-06-30,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210630-MOHK-041,20210630-MOHK-041-A,2021-06-30,Mohawk,PL,NA,1,NA,whole,NA,NA,2021
20210630-MOHK-042,20210630-MOHK-042-A,2021-06-30,Mohawk,R,NA,1,NA,whole,NA,NA,2021
20210630-MOHK-043,20210630-MOHK-043-A,2021-06-30,Mohawk,R,NA,1,NA,whole,NA,NA,2021
20210630-MOHK-044,20210630-MOHK-044-A,2021-06-30,Mohawk,R,NA,1,NA,whole,NA,NA,2021
20210630-MOHK-045,20210630-MOHK-045-A,2021-06-30,Mohawk,R,NA,1,NA,whole,NA,NA,2021
20210630-MOHK-046,20210630-MOHK-046-A,2021-06-30,Mohawk,GR,NA,1,NA,whole,NA,NA,2021
20210630-MOHK-047,20210630-MOHK-047-A,2021-06-30,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210630-MOHK-047,20210630-MOHK-047-B,2021-06-30,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210630-MOHK-047,20210630-MOHK-047-C,2021-06-30,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210709-MOHK-001,20210709-MOHK-001-A,2021-07-09,Mohawk,CC,NA,1,NA,whole,NA,NA,2021
20210709-MOHK-002,20210709-MOHK-002-A,2021-07-09,Mohawk,CC,NA,1,NA,whole,NA,NA,2021
20210709-MOHK-003,20210709-MOHK-003-A,2021-07-09,Mohawk,CC,NA,1,NA,whole,NA,NA,2021
20210709-MOHK-004,20210709-MOHK-004-A,2021-07-09,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210709-MOHK-004,20210709-MOHK-004-B,2021-07-09,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210709-MOHK-004,20210709-MOHK-004-C,2021-07-09,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210709-MOHK-005,20210709-MOHK-005-A,2021-07-09,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210709-MOHK-005,20210709-MOHK-005-B,2021-07-09,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210709-MOHK-005,20210709-MOHK-005-C,2021-07-09,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210709-MOHK-006,20210709-MOHK-006-A,2021-07-09,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210709-MOHK-006,20210709-MOHK-006-B,2021-07-09,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210709-MOHK-006,20210709-MOHK-006-C,2021-07-09,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210709-MOHK-007,20210709-MOHK-007-A,2021-07-09,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210709-MOHK-007,20210709-MOHK-007-B,2021-07-09,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210709-MOHK-007,20210709-MOHK-007-C,2021-07-09,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210709-MOHK-008,20210709-MOHK-008-A,2021-07-09,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210709-MOHK-008,20210709-MOHK-008-B,2021-07-09,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210709-MOHK-008,20210709-MOHK-008-C,2021-07-09,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210709-MOHK-009,20210709-MOHK-009-A,2021-07-09,Mohawk,CO,y,1,NA,whole,NA,NA,2021
20210709-MOHK-010,20210709-MOHK-010-A,2021-07-09,Mohawk,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210709-MOHK-010,20210709-MOHK-010-B,2021-07-09,Mohawk,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210709-MOHK-010,20210709-MOHK-010-C,2021-07-09,Mohawk,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210719-IVEE-001,20210719-IVEE-001-A,2021-07-19,Isla Vista,R,NA,2,NA,thallus,NA,NA,2021
20210719-IVEE-001,20210719-IVEE-001-B,2021-07-19,Isla Vista,R,NA,2,NA,stipe,NA,NA,2021
20210719-IVEE-002,20210719-IVEE-002-A,2021-07-19,Isla Vista,R,NA,2,NA,thallus,NA,NA,2021
20210719-IVEE-002,20210719-IVEE-002-B,2021-07-19,Isla Vista,R,NA,2,NA,stipe,NA,NA,2021
20210719-IVEE-003,20210719-IVEE-003-A,2021-07-19,Isla Vista,R,NA,3,NA,thallus,NA,NA,2021
20210719-IVEE-003,20210719-IVEE-003-B,2021-07-19,Isla Vista,R,NA,3,NA,stipe,NA,NA,2021
20210719-IVEE-003,20210719-IVEE-003-C,2021-07-19,Isla Vista,R,NA,3,NA,holdfast,NA,NA,2021
20210719-IVEE-004,20210719-IVEE-004-A,2021-07-19,Isla Vista,CF,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-005,20210719-IVEE-005-A,2021-07-19,Isla Vista,CF,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-006,20210719-IVEE-006-A,2021-07-19,Isla Vista,CF,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-007,20210719-IVEE-007-A,2021-07-19,Isla Vista,CF,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-008,20210719-IVEE-008-A,2021-07-19,Isla Vista,CF,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-009,20210719-IVEE-009-A,2021-07-19,Isla Vista,BO,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-010,20210719-IVEE-010-A,2021-07-19,Isla Vista,BO,NA,1,no FvFm,whole,NA,NA,2021
20210719-IVEE-011,20210719-IVEE-011-A,2021-07-19,Isla Vista,PHSE,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-012,20210719-IVEE-012-A,2021-07-19,Isla Vista,BF,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-013,20210719-IVEE-013-A,2021-07-19,Isla Vista,BF,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-014,20210719-IVEE-014-A,2021-07-19,Isla Vista,BF,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-015,20210719-IVEE-015-A,2021-07-19,Isla Vista,BF,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-016,20210719-IVEE-016-A,2021-07-19,Isla Vista,BF,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-017,20210719-IVEE-017-A,2021-07-19,Isla Vista,BF,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-018,20210719-IVEE-018-A,2021-07-19,Isla Vista,BF,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-019,20210719-IVEE-019-A,2021-07-19,Isla Vista,BF,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-020,20210719-IVEE-020-A,2021-07-19,Isla Vista,R,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-021,20210719-IVEE-021-A,2021-07-19,Isla Vista,R,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-022,20210719-IVEE-022-A,2021-07-19,Isla Vista,R,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-023,20210719-IVEE-023-A,2021-07-19,Isla Vista,R,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-024,20210719-IVEE-024-A,2021-07-19,Isla Vista,R,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-025,20210719-IVEE-025-A,2021-07-19,Isla Vista,FTHR,NA,1,NA,whole,NA,NA,2021
20210719-IVEE-026,20210719-IVEE-026-A,2021-07-19,Isla Vista,FTHR,NA,4,"-026 is whole, -026-A-C are subsamples",thallus,NA,NA,2021
20210719-IVEE-026,20210719-IVEE-026-B,2021-07-19,Isla Vista,FTHR,NA,4,"-026 is whole, -026-A-C are subsamples",thallus,NA,NA,2021
20210719-IVEE-026,20210719-IVEE-026-C,2021-07-19,Isla Vista,FTHR,NA,4,"-026 is whole, -026-A-C are subsamples",thallus,NA,NA,2021
20210719-IVEE-026,20210719-IVEE-026-D,2021-07-19,Isla Vista,FTHR,NA,4,"previously labelled without subsample letter, notes on data sheets say ""whole""",remainder,NA,NA,2021
20210720-CARP-001,20210720-CARP-001-A,2021-07-20,Carpinteria,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210720-CARP-001,20210720-CARP-001-B,2021-07-20,Carpinteria,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210720-CARP-001,20210720-CARP-001-C,2021-07-20,Carpinteria,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210720-CARP-002,20210720-CARP-002-A,2021-07-20,Carpinteria,PTCA,NA,6,NA,thallus,recruit,NA,2021
20210720-CARP-002,20210720-CARP-002-B,2021-07-20,Carpinteria,PTCA,NA,6,NA,thallus,recruit,NA,2021
20210720-CARP-002,20210720-CARP-002-C,2021-07-20,Carpinteria,PTCA,NA,6,NA,thallus,recruit,NA,2021
20210720-CARP-002,20210720-CARP-002-D,2021-07-20,Carpinteria,PTCA,NA,6,NA,thallus,recruit,NA,2021
20210720-CARP-002,20210720-CARP-002-E,2021-07-20,Carpinteria,PTCA,NA,6,NA,stipe,recruit,NA,2021
20210720-CARP-002,20210720-CARP-002-F,2021-07-20,Carpinteria,PTCA,NA,6,NA,holdfast,recruit,NA,2021
20210721-BULL-001,20210721-BULL-001-A,2021-07-21,Bullito,CC,NA,1,NA,whole,NA,NA,2021
20210721-BULL-002,20210721-BULL-002-A,2021-07-21,Bullito,BF,NA,1,NA,whole,NA,NA,2021
20210721-BULL-003,20210721-BULL-003-A,2021-07-21,Bullito,BF,NA,1,NA,whole,NA,NA,2021
20210721-BULL-004,20210721-BULL-004-A,2021-07-21,Bullito,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210721-BULL-004,20210721-BULL-004-B,2021-07-21,Bullito,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210721-BULL-004,20210721-BULL-004-C,2021-07-21,Bullito,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210721-BULL-005,20210721-BULL-005-A,2021-07-21,Bullito,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210721-BULL-005,20210721-BULL-005-B,2021-07-21,Bullito,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210721-BULL-005,20210721-BULL-005-C,2021-07-21,Bullito,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210721-BULL-006,20210721-BULL-006-A,2021-07-21,Bullito,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210721-BULL-006,20210721-BULL-006-B,2021-07-21,Bullito,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210721-BULL-006,20210721-BULL-006-C,2021-07-21,Bullito,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210721-BULL-007,20210721-BULL-007-A,2021-07-21,Bullito,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210721-BULL-007,20210721-BULL-007-B,2021-07-21,Bullito,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210721-BULL-007,20210721-BULL-007-C,2021-07-21,Bullito,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210721-BULL-008,20210721-BULL-008-A,2021-07-21,Bullito,BF,NA,1,NA,whole,NA,NA,2021
20210721-BULL-009,20210721-BULL-009-A,2021-07-21,Bullito,BF,NA,1,NA,whole,NA,NA,2021
20210721-BULL-010,20210721-BULL-010-A,2021-07-21,Bullito,BF,NA,1,NA,whole,NA,NA,2021
20210721-BULL-011,20210721-BULL-011-A,2021-07-21,Bullito,BF,NA,1,NA,whole,NA,NA,2021
20210721-BULL-012,20210721-BULL-012-A,2021-07-21,Bullito,BF,NA,1,NA,whole,NA,NA,2021
20210721-BULL-013,20210721-BULL-013-A,2021-07-21,Bullito,BF,NA,1,NA,whole,NA,NA,2021
20210721-BULL-014,20210721-BULL-014-A,2021-07-21,Bullito,CC,NA,1,NA,whole,NA,NA,2021
20210721-BULL-015,20210721-BULL-015-A,2021-07-21,Bullito,CC,NA,1,NA,whole,NA,NA,2021
20210721-BULL-016,20210721-BULL-016-A,2021-07-21,Bullito,PHSE,NA,1,NA,whole,NA,NA,2021
20210721-BULL-017,20210721-BULL-017-A,2021-07-21,Bullito,PHSE,NA,1,NA,whole,NA,NA,2021
20210721-BULL-018,20210721-BULL-018-A,2021-07-21,Bullito,PHSE,NA,1,NA,whole,NA,NA,2021
20210721-BULL-019,20210721-BULL-019-A,2021-07-21,Bullito,BF,NA,1,NA,whole,NA,NA,2021
20210721-BULL-020,20210721-BULL-020-A,2021-07-21,Bullito,BF,NA,1,NA,whole,NA,NA,2021
20210721-BULL-021,20210721-BULL-021-A,2021-07-21,Bullito,Nandersoniana,NA,1,NA,whole,NA,NA,2021
20210721-BULL-022,20210721-BULL-022-A,2021-07-21,Bullito,Nandersoniana,NA,1,NA,whole,NA,NA,2021
20210721-BULL-023,20210721-BULL-023-A,2021-07-21,Bullito,Nandersoniana,NA,1,NA,whole,NA,NA,2021
20210721-BULL-024,20210721-BULL-024-A,2021-07-21,Bullito,BF,NA,1,NA,whole,NA,NA,2021
20210721-BULL-025,20210721-BULL-025-A,2021-07-21,Bullito,BF,NA,1,NA,whole,NA,NA,2021
20210721-BULL-026,20210721-BULL-026-A,2021-07-21,Bullito,BF,NA,1,NA,whole,NA,NA,2021
20210721-BULL-027,20210721-BULL-027-A,2021-07-21,Bullito,BF,NA,1,NA,whole,NA,NA,2021
20210721-BULL-028,20210721-BULL-028-A,2021-07-21,Bullito,BF,NA,1,NA,whole,NA,NA,2021
20210721-BULL-029,20210721-BULL-029-A,2021-07-21,Bullito,BF,NA,1,NA,whole,NA,NA,2021
20210722-AQUE-001,20210722-AQUE-001-A,2021-07-22,Arroyo Quemado,MAPY,NA,3,NA,thallus,recruit,NA,2021
20210722-AQUE-001,20210722-AQUE-001-B,2021-07-22,Arroyo Quemado,MAPY,NA,3,NA,stipe,recruit,NA,2021
20210722-AQUE-001,20210722-AQUE-001-C,2021-07-22,Arroyo Quemado,MAPY,NA,3,NA,holdfast,recruit,NA,2021
20210722-AQUE-002,20210722-AQUE-002-A,2021-07-22,Arroyo Quemado,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210722-AQUE-002,20210722-AQUE-002-B,2021-07-22,Arroyo Quemado,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210722-AQUE-002,20210722-AQUE-002-C,2021-07-22,Arroyo Quemado,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210722-AQUE-003,20210722-AQUE-003-A,2021-07-22,Arroyo Quemado,PTCA,NA,3,NA,thallus,recruit,NA,2021
20210722-AQUE-003,20210722-AQUE-003-B,2021-07-22,Arroyo Quemado,PTCA,NA,3,NA,stipe,recruit,NA,2021
20210722-AQUE-003,20210722-AQUE-003-C,2021-07-22,Arroyo Quemado,PTCA,NA,3,NA,holdfast,recruit,NA,2021
20210722-AQUE-004,20210722-AQUE-004-A,2021-07-22,Arroyo Quemado,PTCA,NA,6,"stipe and holdfast used to be in subsample A, could be recruit?",thallus,adult,NA,2021
20210722-AQUE-004,20210722-AQUE-004-B,2021-07-22,Arroyo Quemado,PTCA,NA,6,could be recruit?,thallus,adult,NA,2021
20210722-AQUE-004,20210722-AQUE-004-C,2021-07-22,Arroyo Quemado,PTCA,NA,6,could be recruit?,thallus,adult,NA,2021
20210722-AQUE-004,20210722-AQUE-004-D,2021-07-22,Arroyo Quemado,PTCA,NA,6,could be recruit?,thallus,adult,NA,2021
20210722-AQUE-004,20210722-AQUE-004-E,2021-07-22,Arroyo Quemado,PTCA,NA,6,could be recruit?,stipe,adult,NA,2021
20210722-AQUE-004,20210722-AQUE-004-F,2021-07-22,Arroyo Quemado,PTCA,NA,6,could be recruit?,holdfast,adult,NA,2021
20210722-AQUE-005,20210722-AQUE-005-A,2021-07-22,Arroyo Quemado,PTCA,NA,5,"stipe and holdfast used to be in subsample A, could be recruit?",thallus,adult,NA,2021
20210722-AQUE-005,20210722-AQUE-005-B,2021-07-22,Arroyo Quemado,PTCA,NA,5,could be recruit?,thallus,adult,NA,2021
20210722-AQUE-005,20210722-AQUE-005-C,2021-07-22,Arroyo Quemado,PTCA,NA,5,could be recruit?,thallus,adult,NA,2021
20210722-AQUE-005,20210722-AQUE-005-D,2021-07-22,Arroyo Quemado,PTCA,NA,5,could be recruit?,stipe,adult,NA,2021
20210722-AQUE-005,20210722-AQUE-005-E,2021-07-22,Arroyo Quemado,PTCA,NA,5,could be recruit?,holdfast,adult,NA,2021
20220405-MOHK-001,20220405-MOHK-001-A,2022-04-05,Mohawk,PTCA,NA,9,NA,thallus,adult,NA,2022
20220405-MOHK-001,20220405-MOHK-001-B,2022-04-05,Mohawk,PTCA,NA,9,NA,thallus,adult,NA,2022
20220405-MOHK-001,20220405-MOHK-001-C,2022-04-05,Mohawk,PTCA,NA,9,NA,thallus,adult,NA,2022
20220405-MOHK-001,20220405-MOHK-001-D,2022-04-05,Mohawk,PTCA,NA,9,NA,thallus,adult,NA,2022
20220405-MOHK-001,20220405-MOHK-001-E,2022-04-05,Mohawk,PTCA,NA,9,NA,thallus,adult,NA,2022
20220405-MOHK-001,20220405-MOHK-001-F,2022-04-05,Mohawk,PTCA,NA,9,NA,thallus,adult,NA,2022
20220405-MOHK-001,20220405-MOHK-001-G,2022-04-05,Mohawk,PTCA,NA,9,NA,thallus,adult,NA,2022
20220405-MOHK-001,20220405-MOHK-001-H,2022-04-05,Mohawk,PTCA,NA,9,NA,stipe,adult,NA,2022
20220405-MOHK-001,20220405-MOHK-001-I,2022-04-05,Mohawk,PTCA,NA,9,NA,holdfast,adult,NA,2022
20220405-MOHK-002,20220405-MOHK-002-A,2022-04-05,Mohawk,PTCA,NA,5,NA,thallus,adult,NA,2022
20220405-MOHK-002,20220405-MOHK-002-B,2022-04-05,Mohawk,PTCA,NA,5,NA,thallus,adult,NA,2022
20220405-MOHK-002,20220405-MOHK-002-C,2022-04-05,Mohawk,PTCA,NA,5,NA,thallus,adult,NA,2022
20220405-MOHK-002,20220405-MOHK-002-D,2022-04-05,Mohawk,PTCA,NA,5,NA,stipe,adult,NA,2022
20220405-MOHK-002,20220405-MOHK-002-E,2022-04-05,Mohawk,PTCA,NA,5,NA,small thalli,adult,NA,2022
20220405-MOHK-003,20220405-MOHK-003-A,2022-04-05,Mohawk,PTCA,NA,10,NA,thallus,adult,NA,2022
20220405-MOHK-003,20220405-MOHK-003-B,2022-04-05,Mohawk,PTCA,NA,10,NA,thallus,adult,NA,2022
20220405-MOHK-003,20220405-MOHK-003-C,2022-04-05,Mohawk,PTCA,NA,10,NA,thallus,adult,NA,2022
20220405-MOHK-003,20220405-MOHK-003-D,2022-04-05,Mohawk,PTCA,NA,10,NA,thallus,adult,NA,2022
20220405-MOHK-003,20220405-MOHK-003-E,2022-04-05,Mohawk,PTCA,NA,10,NA,thallus,adult,NA,2022
20220405-MOHK-003,20220405-MOHK-003-F,2022-04-05,Mohawk,PTCA,NA,10,NA,thallus,adult,NA,2022
20220405-MOHK-003,20220405-MOHK-003-G,2022-04-05,Mohawk,PTCA,NA,10,NA,thallus,adult,NA,2022
20220405-MOHK-003,20220405-MOHK-003-H,2022-04-05,Mohawk,PTCA,NA,10,NA,thallus,adult,NA,2022
20220405-MOHK-003,20220405-MOHK-003-I,2022-04-05,Mohawk,PTCA,NA,10,NA,thallus,adult,NA,2022
20220405-MOHK-003,20220405-MOHK-003-J,2022-04-05,Mohawk,PTCA,NA,10,NA,small thalli,adult,NA,2022
20220405-MOHK-003,20220405-MOHK-003-K,2022-04-05,Mohawk,PTCA,NA,10,NA,stipe,adult,NA,2022
20220407-AQUE-001,20220407-AQUE-001-A,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
20220407-AQUE-001,20220407-AQUE-001-B,2022-04-07,Arroyo Quemado,PTCA,NA,13,NA,thallus,adult,NA,2022
