specimen_ID,subsample_ID,scan_file_names,number_scans,notes_scans,results_file,results,area_init,area_add,area_sub,area_total,peri_init,peri_add,peri_sub,peri_total,notes_imagej
20220421-AQUE-004,20220421-AQUE-004-C,img20220425_14,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-004,20220421-AQUE-004-D,img20220425_15,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-004,20220421-AQUE-004-E,img20220425_16,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-004,20220421-AQUE-004-E,img20220425_17,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-004,20220421-AQUE-004-F,img20220425_18,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-004,20220421-AQUE-004-F,img20220425_19,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-004,20220421-AQUE-004-G,img20220425_20,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-004,20220421-AQUE-004-G,img20220425_21,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-004,20220421-AQUE-004-H,img20220425_22,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-004,20220421-AQUE-004-H,img20220425_23,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-004,20220421-AQUE-004-I,img20220425_24,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-004,20220421-AQUE-004-J,img20220425_25,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-004,20220421-AQUE-004-K,img20220425_26,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-004,20220421-AQUE-004-L,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-005,20220421-AQUE-005-A,img20220427_27,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-005,20220421-AQUE-005-B,img20220427_28,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-005,20220421-AQUE-005-B,img20220427_29,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-005,20220421-AQUE-005-B,img20220427_30,3,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-005,20220421-AQUE-005-B,img20220427_31,4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-005,20220421-AQUE-005-C,img20220427_33,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-005,20220421-AQUE-005-D,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-005,20220421-AQUE-005-E,img20220427_34,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-005,20220421-AQUE-005-E,img20220427_35,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-005,20220421-AQUE-005-F,img20220427_36,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-005,20220421-AQUE-005-G,img20220427_37,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-005,20220421-AQUE-005-H,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-005,20220421-AQUE-005-I,img20220427_38,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-005,20220421-AQUE-005-I,img20220427_39,2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220421-AQUE-005,20220421-AQUE-005-J,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220428-AQUE-001,20220428-AQUE-001-A,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220428-AQUE-001,20220428-AQUE-001-B,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220428-AQUE-001,20220428-AQUE-001-C,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220428-AQUE-001,20220428-AQUE-001-D,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220428-AQUE-001,20220428-AQUE-001-E,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220428-AQUE-001,20220428-AQUE-001-F,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220428-AQUE-001,20220428-AQUE-001-G,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220428-AQUE-001,20220428-AQUE-001-H,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220428-AQUE-001,20220428-AQUE-001-I,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220428-AQUE-001,20220428-AQUE-001-J,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220428-AQUE-001,20220428-AQUE-001-K,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220428-AQUE-001,20220428-AQUE-001-L,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220428-AQUE-001,20220428-AQUE-001-M,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220503-AQUE-001,20220503-AQUE-001-A,img20220505_20,1,NA,Results_20220514,,5820.285,0,0,5820.285,1552.646,0,0,1552.646,88: init
20220503-AQUE-001,20220503-AQUE-001-B,img20220505_21,1,NA,Results_20220514,,3622.461,0,0,3622.461,958.754,0,0,958.754,89: init
20220503-AQUE-001,20220503-AQUE-001-C,img20220505_22,1,NA,Results_20220514,,6020.705,0,0,6020.705,1369.663,0,0,1369.663,90: init
20220503-AQUE-001,20220503-AQUE-001-D,img20220505_25,1,NA,Results_20220514,,5008.326,0,0,5008.326,1243.615,0,0,1243.615,93: init
20220503-AQUE-001,20220503-AQUE-001-E,img20220505_23,1,NA,Results_20220514,,1982.069,0,0,1982.069,477.534,0,0,477.534,91: init
20220503-AQUE-001,20220503-AQUE-001-F,img20220505_24,1,NA,Results_20220514,,2582.929,0,0,2582.929,733.416,0,0,733.416,92: init
20220503-AQUE-001,20220503-AQUE-001-G,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220503-AQUE-002,20220503-AQUE-002-A,img20220505_26,1,NA,Results_20220514,,9178.508,0,0,9178.508,2793.424,0,3.1176000000000004,2790.3064,"94: init, 95-99: cut"
20220503-AQUE-002,20220503-AQUE-002-A,img20220505_27,2,NA,Results_20220514,,4640.344,0,0,4640.344,3901.886,0,3.1919999999999997,3898.694,"100: init, 101-105: cut"
20220503-AQUE-002,20220503-AQUE-002-B,img20220505_28,1,NA,Results_20220514,,7652.426,0,0,7652.426,2136.131,0,0,2136.131,106: init
20220503-AQUE-002,20220503-AQUE-002-C,img20220505_29,1,NA,Results_20220514,,13445.718,0,0,13445.718,4493.43,0,0,4493.43,107: init
20220503-AQUE-002,20220503-AQUE-002-C,img20220505_30,2,NA,Results_20220514,,434.403,0,0,434.403,309.159,0,5.8066,303.3524,"108: init, 109-113: cut"
20220503-AQUE-002,20220503-AQUE-002-D,img20220505_31,1,NA,Results_20220514,,6551.056,0,0,6551.056,1978.498,0,0,1978.498,115: init
20220503-AQUE-002,20220503-AQUE-002-E,img20220505_32,1,NA,Results_20220514,,6484.221,0,0,6484.221,2191.922,0,0,2191.922,116: init
20220503-AQUE-002,20220503-AQUE-002-F,img20220505_33,1,NA,Results_20220514,,7237.809,0,0,7237.809,2456.548,0,0,2456.548,117: init
20220503-AQUE-002,20220503-AQUE-002-G,img20220505_34,1,NA,Results_20220514,,8276.941,0,0,8276.941,3176.136,0,0,3176.136,118: init
20220503-AQUE-002,20220503-AQUE-002-H,img20220505_35,1,NA,Results_20220514,,5890.757,0,0,5890.757,1772.535,0,0,1772.535,119: init
20220503-AQUE-002,20220503-AQUE-002-I,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220503-AQUE-003,20220503-AQUE-003-A,img20220507_01,1,NA,Results_20220514,,3978.487,0,0,3978.487,790.574,0,0,790.574,120: init
20220503-AQUE-003,20220503-AQUE-003-B,img20220507_02,1,NA,Results_20220514,,10514.89,0,0,10514.89,2275.014,0,0,2275.014,121: init
20220503-AQUE-003,20220503-AQUE-003-C,img20220507_03,1,NA,Results_20220514,,5631.553,0,0,5631.553,1141.125,0,0,1141.125,122: init
20220503-AQUE-003,20220503-AQUE-003-D,img20220507_04,1,NA,Results_20220514,,7751.713,0,0,7751.713,1500.281,0,0,1500.281,123: init
20220503-AQUE-003,20220503-AQUE-003-E,img20220507_05,1,NA,Results_20220514,,9879.686,0,0,9879.686,1592.241,0,26.3094,1565.9316,"124: int, 125-129: cut, 130: init, 131-135: cut"
20220503-AQUE-003,20220503-AQUE-003-F,img20220507_06,1,NA,Results_20220514,,2276.612,0,0,2276.612,533.036,0,0,533.036,136: init
20220503-AQUE-003,20220503-AQUE-003-G,img20220507_07,1,NA,Results_20220514,,2744.136,0,0,2744.136,659.646,0,0,659.646,137-138: init for 2 pieces
20220503-AQUE-004,20220503-AQUE-004-A,img20220507_08,1,NA,Results_20220514,,8397.1,0,0,8397.1,1764.052,0,0,1764.052,139: init
20220503-AQUE-004,20220503-AQUE-004-B,img20220507_09,1,NA,Results_20220514,,7993.669,0,0,7993.669,1893.847,0,0,1893.847,140: init
20220503-AQUE-004,20220503-AQUE-004-C,img20220507_10,1,NA,Results_20220514,,10404.435,0,0,10404.435,2194.553,0,0,2194.553,141: init
20220503-AQUE-004,20220503-AQUE-004-D,img20220507_11,1,NA,Results_20220514,,6233.579,0,0,6233.579,1365.731,0,0,1365.731,142: init
20220503-AQUE-004,20220503-AQUE-004-E,img20220507_12,1,NA,Results_20220514,,4940.032,0,0,4940.032,1035.192,0,0,1035.192,143: init
20220503-AQUE-004,20220503-AQUE-004-F,img20220507_13,1,NA,Results_20220514,,4640.534,0,0,4640.534,1043.892,0,0,1043.892,144: init
20220503-AQUE-004,20220503-AQUE-004-G,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220503-AQUE-005,20220503-AQUE-005-A,img20220507_14,1,NA,Results_20220514,,2512.218,0,0,2512.218,616.943,0,0,616.943,145: init
20220503-AQUE-005,20220503-AQUE-005-B,img20220507_15,1,NA,Results_20220514,,1498.621,0,0,1498.621,427.993,0,0,427.993,146: init
20220503-AQUE-005,20220503-AQUE-005-C,img20220507_16,1,NA,Results_20220514,,4398.966,0,0,4398.966,1156.982,0,0,1156.982,147: init
20220503-AQUE-005,20220503-AQUE-005-D,img20220507_17,1,NA,Results_20220514,,2809.193,0,0,2809.193,766.584,0,0,766.584,148: init
20220503-AQUE-005,20220503-AQUE-005-E,img20220507_18,1,NA,Results_20220514,,3108.406,0,0,3108.406,877.955,0,0,877.955,149: init
20220503-AQUE-005,20220503-AQUE-005-F,img20220507_19,1,NA,Results_20220514,,2959.92,0,0,2959.92,759.915,0,0,759.915,150: init
20220503-AQUE-005,20220503-AQUE-005-G,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220503-AQUE-006,20220503-AQUE-006-A,img20220507_20,1,NA,Results_20220514,,2602.585,0,0,2602.585,598.934,0,0,598.934,151: init
20220503-AQUE-006,20220503-AQUE-006-B,img20220507_21,1,NA,Results_20220514,,3278.733,0,0,3278.733,712.436,0,0,712.436,152: init
20220503-AQUE-006,20220503-AQUE-006-C,img20220507_22,1,NA,Results_20220514,,3584.92,0,0,3584.92,779.612,0,0,779.612,153: init
20220503-AQUE-006,20220503-AQUE-006-D,img20220507_23,1,NA,Results_20220514,,4980.598,0,0,4980.598,1070.134,0,0,1070.134,154: init
20220503-AQUE-006,20220503-AQUE-006-E,img20220507_24,1,NA,Results_20220514,,3283.792,0,0,3283.792,900.682,0,0,900.682,155: init
20220503-AQUE-006,20220503-AQUE-006-F,img20220507_25,1,NA,Results_20220514,,1469.364,0,0,1469.364,325.078,0,0,325.078,156: init
20220503-AQUE-006,20220503-AQUE-006-G,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220503-AQUE-007,20220503-AQUE-007-A,img20220507_26,1,NA,Results_20220514,,7610.146,0,0,7610.146,1581.619,0,0,1581.619,157: init
20220503-AQUE-007,20220503-AQUE-007-B,img20220507_27,1,NA,Results_20220514,,1771.154,0,0,1771.154,464.348,0,0,464.348,158: init
20220503-AQUE-007,20220503-AQUE-007-C,img20220507_29,1,NA,Results_20220514,,7683.166,0,0,7683.166,1521.839,0,0,1521.839,159: init
20220503-AQUE-007,20220503-AQUE-007-D,img20220507_30,1,NA,Results_20220514,,5996.176,0,0,5996.176,1233.078,0,0,1233.078,160: init
20220503-AQUE-007,20220503-AQUE-007-E,img20220507_31,1,NA,Results_20220514,,8140.712,0,0,8140.712,1746.011,0,0,1746.011,161: init
20220503-AQUE-007,20220503-AQUE-007-F,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220503-AQUE-008,20220503-AQUE-008-A,img20220505_08,1,NA,Results_20220514,,11450.815,0,0,11450.815,8111.827,0,11.793000000000001,8100.034000000001,"18: init, 19-23: cut 1, 24-38: cut 2, 39-33: cut 3, 34-38: cut 4"
20220503-AQUE-008,20220503-AQUE-008-A,img20220505_09,2,NA,Results_20220514,,2355.3,0,0,2355.3,2135.499,0,6.945400000000001,2128.5535999999997,"39: init, 40-44: cut"
20220503-AQUE-008,20220503-AQUE-008-A,img20220505_10,3,NA,Results_20220514,,1478.871,0,0,1478.871,1020.179,0,4.391,1015.788,"45: init, 46-50: cut"
20220503-AQUE-008,20220503-AQUE-008-A,img20220505_11,4,NA,Results_20220514,,4282.358,0,0,4282.358,3093.678,0,11.042000000000002,3082.636,"51-52: init, 53-57: top cut, 58-62: bottom cut"
20220503-AQUE-008,20220503-AQUE-008-A,img20220505_12,5,NA,Results_20220514,,3928.094,0,0,3928.094,3221.827,0,3.8560000000000003,3217.971,"63: init, 64-68: cut"
20220503-AQUE-008,20220503-AQUE-008-A,img20220505_13,6,NA,Results_20220514,,3518.289,0,0,3518.289,2456.453,0,11.7006,2444.7524,"69: init, 70-74: cut"
20220503-AQUE-008,20220503-AQUE-008-A,img20220505_14,7,NA,Results_20220514,,2907.042,0,0,2907.042,2052.058,0,18.284,2033.774,"75: init, 76-80: top cut, 81-85: bottom cut"
20220503-AQUE-008,20220503-AQUE-008-B,img20220505_15,1,NA,Results_20220514,,846.301,0,0,846.301,808.741,0,0,808.741,86: init
20220503-AQUE-008,20220503-AQUE-008-C,img20220505_16,1,NA,Results_20220514,,367.24,0,0,367.24,296.747,0,0,296.747,87: init
20220503-AQUE-008,20220503-AQUE-008-D,img20220505_17,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220503-AQUE-008,20220503-AQUE-008-E,img20220505_18,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220503-AQUE-008,20220503-AQUE-008-F,img20220505_19,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
20220503-AQUE-009,20220503-AQUE-009-A,img20220505_01,1,NA,Results_20220514,,5562.89,0,0,5562.89,3972.531,0,0,3972.531,1: init
20220503-AQUE-009,20220503-AQUE-009-B,img20220505_02,1,NA,Results_20220514,,5711.337,0,0,5711.337,2855.742,0,0,2855.742,2: init
20220503-AQUE-009,20220503-AQUE-009-C,img20220505_03,1,NA,Results_20220514,,16479.246,0,0,16479.246,6568.925,0,0,6568.925,3: init
20220503-AQUE-009,20220503-AQUE-009-C,img20220505_04,2,NA,Results_20220514,,13191.136,0,0,13191.136,5953.467,0,0,5953.467,4: init
20220503-AQUE-009,20220503-AQUE-009-C,img20220505_05,3,NA,Results_20220514,,5407.925,0,0,5407.925,3039.28,0,0,3039.28,5: init
20220503-AQUE-009,20220503-AQUE-009-C,img20220505_06,4,NA,Results_20220514,,627.62,0,0,627.62,384.497,0,8.1618,376.3352,"6: init, 7-11: cut?"
20220503-AQUE-009,20220503-AQUE-009-C,img20220505_07,5,NA,Results_20220514,,12585.945,0,0,12585.945,4404.286,0,8.838999999999999,4395.447,"12: init, 13-17: cut"
20220712-AQUE-001,20220712-AQUE-001-A,img20220723_50,1,NA,Results_20230114,,5136.304,0,0,5136.304,916.705,0,11.691,905.014,"1: init, 2-3: cut (measured twice"
20220712-AQUE-001,20220712-AQUE-001-A,img20220723_51,2,NA,Results_20230114,,10699.524,0,0,10699.524,987.905,0,28.012,959.893,"4: init, 5: cut 1, 6: cut 2"
20220712-AQUE-001,20220712-AQUE-001-A,img20220723_52,3,NA,Results_20230114,,16803.787,0,0,16803.787,2216.385,0,31.229,2185.1560000000004,"11: init, 12: cut 1, 13: cut 2"
20220712-AQUE-001,20220712-AQUE-001-A,img20220723_53,4,NA,Results_20230114,,12463.071,0,0,12463.071,1124.626,0,26.956000000000003,1097.67,"14: init, 15: top cut, 16: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-A,img20220723_54,5,NA,Results_20230114,,9947.379,0,0,9947.379,1033.7,0,24.017000000000003,1009.683,"17: init, 18: top cut, 19: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-A,img20220723_55,6,NA,Results_20230114,,1639.957,0,0,1639.957,536.227,0,11.221,525.006,"20: init, 21: cut"
20220712-AQUE-001,20220712-AQUE-001-B,img20220723_56,1,NA,Results_20230114,,9108.78,0,0,9108.78,1035.683,0,2.973,1032.71,"22: init, 23: cut"
20220712-AQUE-001,20220712-AQUE-001-B,img20220723_57,2,NA,Results_20230114,,11316.551,0,0,11316.551,990.425,0,41.126,949.299,"24: init, 25: cut"
20220712-AQUE-001,20220712-AQUE-001-B,img20220723_58,3,NA,Results_20230114,,4703.361,0,0,4703.361,464.941,0,89.006,375.93499999999995,"26: init, 27: top cut, 28: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-B,img20220723_59,4,NA,Results_20230114,,15212.621,0,0,15212.621,1653.477,0,93.459,1560.018,"29: init, 30: top cut, 31: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-B,img20220723_60,5,NA,Results_20230114,,11461.572,0,0,11461.572,1151.833,0,90.32,1061.5130000000001,"32: init, 33: top cut, 34: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-B,img20220723_61,6,NA,Results_20230114,,10370.068,0,0,10370.068,991.104,0,80.951,910.153,"35: init, 36: top cut, 37: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-B,img20220723_62,7,NA,Results_20230114,,16282.331,0,0,16282.331,1696.335,0,86.094,1610.241,"38: init, 39: left cut, 40: right cut"
20220712-AQUE-001,20220712-AQUE-001-B,img20220723_63,8,NA,Results_20230114,,14977.594,0,0,14977.594,1469.711,0,79.848,1389.863,"41: init, 42: left cut, 43: right cut"
20220712-AQUE-001,20220712-AQUE-001-B,img20220723_64,9,NA,Results_20230114,,8308.705,0,0,8308.705,938.029,0,56.016999999999996,882.012,"44: init, 45: top cut, 46: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-B,img20220723_65,10,NA,Results_20230114,,5460.432,0,0,5460.432,924.308,0,28.454,895.854,"47: init, 48: top cut, 49: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-C,img20220723_66,1,NA,Results_20230114,,2980.847,0,0,2980.847,506.202,0,36.314,469.888,"50: init, 51: cut"
20220712-AQUE-001,20220712-AQUE-001-C,img20220723_67,2,NA,Results_20230114,,14125.538,0,0,14125.538,849.727,0,2.68,847.047,"52: init, 53: cut"
20220712-AQUE-001,20220712-AQUE-001-C,img20220723_68,3,NA,Results_20230114,,20163.867,0,0,20163.867,1516.776,0,72.525,1444.251,"54: init, 55: top cut, 56, bottom cut"
20220712-AQUE-001,20220712-AQUE-001-C,img20220723_69,4,NA,Results_20230114,,14940.345,0,0,14940.345,1161.443,0,64.23,1097.213,"57: init, 58: top cut, 59: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-C,img20220723_70,5,NA,Results_20230114,,14142.577,0,0,14142.577,840.808,0,1.532,839.276,"60: init, 61: cut"
20220712-AQUE-001,20220712-AQUE-001-C,img20220723_71,6,NA,Results_20230114,,8567.995,0,0,8567.995,642.487,0,19.99,622.497,"62: init, 63: cut"
20220712-AQUE-001,20220712-AQUE-001-C,img20220723_72,7,NA,Results_20230114,,4952.334,0,0,4952.334,627.094,0,70.463,556.6310000000001,"64: init, 65: top cut, 66: bottom cut, 67: right cut"
20220712-AQUE-001,20220712-AQUE-001-C,img20220723_73,8,NA,Results_20230114,,8853.685,0,0,8853.685,624.514,0,46.16,578.354,"68: init, 69: cut"
20220712-AQUE-001,20220712-AQUE-001-C,img20220723_74,9,NA,Results_20230114,,5825.386,0,0,5825.386,460.618,0,46.761,413.85699999999997,"70: init, 71: top cut, 72: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-C,img20220723_75,20,NA,Results_20230114,,9997.032,0,0,9997.032,1359.655,0,22.123,1337.532,"73: init, 74: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_76,1,NA,Results_20230114,,9841.23,0,0,9841.23,1192.13,0,15.452,1176.678,"75: init, 76: top cut, 77: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_77,2,NA,Results_20230114,,8694.907,0,0,8694.907,751.523,0,1.462,750.061,"78: init, 79: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_78,3,NA,Results_20230114,,12638.044,0,0,12638.044,891.629,0,1.437,890.192,"80: init, 81: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_79,4,NA,Results_20230114,,7732.561,0,0,7732.561,576.925,0,47.434,529.491,"82: init, 83: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_80,5,NA,Results_20230114,,6275.196,0,0,6275.196,453.955,0,51.083999999999996,402.871,"84: init, 85: top cut, 86: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_81,6,NA,Results_20230114,,11371.344,0,0,11371.344,1077.2,0,39.558,1037.642,"87: init, 88: top cut, 89: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_82,7,NA,Results_20230114,,11098.034,0,0,11098.034,1291.382,0,61.436,1229.9460000000001,"90: init, 91: top cut, 92: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_83,8,NA,Results_20230114,,4665.623,0,0,4665.623,465.223,0,31.99,433.233,"93: init, 94: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_84,9,NA,Results_20230114,,6358.514,0,0,6358.514,494.706,0,32.603,462.103,"95: init, 96: top cut, 97: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_85,10,NA,Results_20230114,,10592.59,0,0,10592.59,772.062,0,39.132,732.9300000000001,"98: init, 99: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_86,11,NA,Results_20230114,,7404.722,0,0,7404.722,532.216,0,37.641,494.575,"100: init, 101: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_87,12,NA,Results_20230114,,8225.536,0,0,8225.536,691.922,0,1.297,690.625,"102: init, 103: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_88,13,NA,Results_20230114,,8229.029,0,0,8229.029,673.521,0,1.249,672.2719999999999,"104: init, 105: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_89,14,NA,Results_20230114,,10313.216,0,0,10313.216,789.069,0,1.524,787.545,"106: init, 107: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_90,15,NA,Results_20230114,,8174.829,0,0,8174.829,754.147,0,81.185,672.962,"108: init, 109: top cut, 110: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_91,16,NA,Results_20230114,,6942.578,0,0,6942.578,551.746,0,43.565,508.181,"111: init, 112: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_92,17,NA,Results_20230114,,7539.975,0,0,7539.975,587.028,0,51.416000000000004,535.612,"113: init, 114: top cut, 115: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_93,18,NA,Results_20230114,,5430.444,0,0,5430.444,449.163,0,2.229,446.934,"116: init, 117: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_94,19,NA,Results_20230114,,7007.543,0,0,7007.543,701.503,0,89.87,611.633,"118: init, 119: top cut, 120: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_95,20,NA,Results_20230114,,9547.118,0,0,9547.118,900.688,0,46.665,854.023,"121: init, 122: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_96,21,NA,Results_20230114,,11536.964,0,0,11536.964,759.974,0,51.396,708.5780000000001,"123: init, 124: top cut, 125: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_97,22,NA,Results_20230114,,11624.031,0,0,11624.031,786.27,0,1.405,784.865,"126: init, 127: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_98,23,NA,Results_20230114,,7493.106,0,0,7493.106,612.054,0,1.386,610.668,"128: init, 129: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_99,24,NA,Results_20230114,,6914.39,0,0,6914.39,653.141,0,83.519,569.622,"130: init, 131: top cut, 132: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_100,25,NA,Results_20230114,,7716.263,0,0,7716.263,773.641,0,24.076,749.5649999999999,"133: init, 134: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_101,26,NA,Results_20230114,,10994.537,0,0,10994.537,860.485,0,4.643,855.842,"135: init, 136: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_102,27,NA,Results_20230114,,10983.379,0,0,10983.379,927.17,0,42.965,884.2049999999999,"137: init, 138: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_103,28,NA,Results_20230114,,7505.084,0,0,7505.084,581.117,0,47.518,533.5989999999999,"139: init, 140: top cut, 141: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_104,29,NA,Results_20230114,,14582.072,0,0,14582.072,1285.333,0,92.202,1193.131,"142: init, 143: top cut, 144: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_105,30,NA,Results_20230114,,8174.867,0,0,8174.867,714.57,0,1.387,713.1830000000001,"145: init, 146: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_106,31,NA,Results_20230114,,10409.423,0,0,10409.423,842.314,0,1.654,840.66,"147: init, 148: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_107,32,NA,Results_20230114,,8944.995,0,0,8944.995,811.21,0,92.473,718.7370000000001,"149: init, 150: top cut, 151: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_108,33,NA,Results_20230114,,4282.737,0,0,4282.737,499.809,0,1.257,498.552,"152: init, 153: cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_109,34,NA,Results_20230114,,12250.988,0,0,12250.988,1114.333,0,85.378,1028.9550000000002,"154: init, 155: top cut, 156: bottom cut"
20220712-AQUE-001,20220712-AQUE-001-D,img20220723_110,35,NA,Results_20230114,,11447.197,0,0,11447.197,1291.911,0,78.03,1213.881,"157: init, 158: top cut, 159: bottom cut"
